folio;hogar;s1a_01;s1a_02;s1a_02b;s1a_03;s1a_04;s1a_05;s1a_05b;s1a_06;s1a_07;s1a_07b;s1a_08;s1a_08b;s1a_09;s1a_09b;s1a_10;s1a_11;s1a_12;s1a_13;s1a_14;s1a_15;s1a_16;s1a_16b;s1a_17_1a;s1a_17_1b;s1a_17_2a;s1a_17_2b;s1a_17_3a;s1a_17_3b;s1a_17_4a;s1a_17_4b;s1a_17_4c;s1a_18_1a;s1a_18_1b;s1a_18_2a;s1a_18_2b;s1a_18_3a;s1a_18_3b;s1a_18_4a;s1a_18_4b;s1a_18_5a;s1a_18_5b;s1a_18_5c;s1a_19;s1a_20;s1a_20b;s1a_21;s1a_22;s1a_23;s1a_24;s1a_25;s1a_26;depto;prov;mun;urbrur;upm;estrato;dia;mes;anio;factor_ant;factor
"71-05227861590-A0111";1;1;5;"";;500;1;"";1;2;"";5;"";2;"";45;1;2;2;1;75;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;"07";"0701";"070101";1;"71-05227861590-A";1;20;12;2014;332;342
"71-05227861590-A0131";1;4;5;"";;350;7;"VENESTA";2;5;"VENESTA";5;"";2;"";32;2;;2;1;55;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;1;1;2;;2;"07";"0701";"070101";1;"71-05227861590-A";1;19;12;2014;332;342
"71-05227861590-A0181";1;4;1;"";650;;1;"";1;3;"";6;"";2;"";25;1;2;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;3;3;2;;2;"07";"0701";"070101";1;"71-05227861590-A";1;20;12;2014;332;342
"71-05227861590-A0201";1;1;2;"";;500;1;"";2;2;"";7;"";2;"";100;2;;1;1;170;2;"";2;;2;;2;;2;"";;1;10000;2;;2;;2;;2;"";;1;3;"";50;4;4;2;;1;"07";"0701";"070101";1;"71-05227861590-A";1;19;12;2014;332;342
"71-05227861590-A0221";1;4;5;"";;350;1;"";1;1;"";5;"";2;"";40;1;2;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";28;1;0;2;;1;"07";"0701";"070101";1;"71-05227861590-A";1;19;12;2014;332;342
"71-05227861590-A0241";1;1;2;"";;700;1;"";1;1;"";5;"";1;"";35;1;1;1;1;60;6;"";2;;2;;1;30;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;"07";"0701";"070101";1;"71-05227861590-A";1;19;12;2014;332;342
"71-05227861590-A0271";1;1;3;"";;400;1;"";1;2;"";6;"";1;"";170;1;1;1;1;170;6;"";1;50;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;2;;2;"07";"0701";"070101";1;"71-05227861590-A";1;19;12;2014;332;342
"71-05228303607-A0021";1;3;2;"";;1500;1;"";1;2;"";6;"";1;"";135;1;1;1;1;185;6;"";1;450;2;;1;1500;2;"";;1;400;2;;2;;2;;2;"";;1;3;"";22;3;3;2;;2;"07";"0701";"070101";1;"71-05228303607-A";1;20;12;2014;457;471
"71-05228303607-A0081";1;3;5;"";;1500;1;"";1;2;"";6;"";1;"";54;1;1;1;1;292;6;"";1;1200;2;;1;100;2;"";;2;;2;;2;;2;;2;"";;2;3;"";50;3;3;2;;2;"07";"0701";"070101";1;"71-05228303607-A";1;20;12;2014;457;471
"71-05228303607-A0111";1;3;3;"";;3000;1;"";1;3;"";6;"";1;"";170;1;1;1;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;1;10;1;"07";"0701";"070101";1;"71-05228303607-A";1;20;12;2014;457;471
"71-05228303607-A0141";1;1;2;"";;3000;1;"";1;2;"";6;"";1;"";200;1;1;1;1;300;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;"07";"0701";"070101";1;"71-05228303607-A";1;20;12;2014;457;471
"71-05228303607-A0191";1;1;2;"";;2500;1;"";1;2;"";6;"";1;"";85;1;1;1;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;2;1;1;40;2;"07";"0701";"070101";1;"71-05228303607-A";1;20;12;2014;457;471
"71-05228303607-A0221";1;1;2;"";;2000;1;"";1;2;"";6;"";1;"";250;1;1;1;1;300;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;2;;2;"07";"0701";"070101";1;"71-05228303607-A";1;20;12;2014;457;471
"71-05228303607-A0281";1;4;5;"";;400;1;"";1;2;"";6;"";2;"";100;1;1;2;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;2;1;2;;2;"07";"0701";"070101";1;"71-05228303607-A";1;20;12;2014;457;471
"71-05228303607-A0331";1;1;1;"";1500;;1;"";1;2;"";5;"";1;"";120;1;1;2;1;185;6;"";1;200;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;1;1;2;;2;"07";"0701";"070101";1;"71-05228303607-A";1;20;12;2014;457;471
"71-05229431079-A0031";1;1;1;"";1800;;1;"";1;1;"";6;"";2;"";250;1;1;1;1;350;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";100;2;2;1;20;2;"07";"0701";"070101";1;"71-05229431079-A";1;11;12;2014;608;626
"71-05229431079-A0051";1;1;1;"";1750;;1;"";1;2;"";6;"";1;"";600;1;1;2;1;320;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";28;3;1;2;;2;"07";"0701";"070101";1;"71-05229431079-A";1;10;12;2014;608;626
"71-05229431079-A0061";1;4;1;"";2500;;1;"";1;2;"";6;"";1;"";150;1;1;1;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;2;1;1;50;2;"07";"0701";"070101";1;"71-05229431079-A";1;16;12;2014;608;626
"71-05229431079-A0101";1;1;2;"";;2000;1;"";1;2;"";6;"";1;"";300;1;1;1;1;250;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;6;4;1;52;2;"07";"0701";"070101";1;"71-05229431079-A";1;12;12;2014;608;626
"71-05229431079-A0111";1;4;1;"";1200;;1;"";1;1;"";6;"";1;"";100;1;1;1;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;"07";"0701";"070101";1;"71-05229431079-A";1;12;12;2014;608;626
"71-05229431079-A0121";1;4;4;"";;150;1;"";1;1;"";6;"";1;"";0;1;1;1;1;0;6;"";1;300;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;"07";"0701";"070101";1;"71-05229431079-A";1;11;12;2014;608;626
"71-05229539044-A0021";1;1;2;"";;1500;1;"";1;2;"";7;"";1;"";71;1;1;1;1;110;6;"";2;;1;250;2;;1;"Reparacion de puertas y focos";80;2;;2;;2;;1;90;2;"";;1;3;"";25;5;4;2;;1;"07";"0701";"070101";1;"71-05229539044-A";1;28;11;2014;304;313
"71-05229539044-A0051";1;1;1;"";1400;;1;"";1;2;"";6;"";2;"";50;1;1;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";23;3;2;2;;2;"07";"0701";"070101";1;"71-05229539044-A";1;20;12;2014;304;313
"71-05229539044-A0081";1;1;5;"";;500;1;"";1;1;"";7;"";2;"";42;1;2;1;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05229539044-A";1;29;11;2014;304;313
"71-05229539044-A0111";1;1;2;"";;1000;1;"";1;2;"";5;"";2;"";200;1;1;1;1;200;6;"";1;1000;1;100;1;200;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;7;5;1;100;2;"07";"0701";"070101";1;"71-05229539044-A";1;1;12;2014;304;313
"71-05229539044-A0141";1;1;5;"";;1000;1;"";2;2;"";5;"";2;"";30;1;1;1;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";12;3;1;2;;2;"07";"0701";"070101";1;"71-05229539044-A";1;20;12;2014;304;313
"71-05229539044-A0171";1;1;5;"";;500;1;"";1;2;"";5;"";1;"";60;1;1;1;1;70;6;"";1;3000;1;1000;1;2000;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05229539044-A";1;29;11;2014;304;313
"71-05229539044-A0201";1;1;1;"";550;;1;"";1;2;"";5;"";1;"";20;1;1;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";9;1;0;2;;2;"07";"0701";"070101";1;"71-05229539044-A";1;29;11;2014;304;313
"71-05229539044-A0231";1;1;6;"";;1800;1;"";1;2;"";6;"";1;"";100;1;1;1;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;1;1;180;1;"07";"0701";"070101";1;"71-05229539044-A";1;1;12;2014;304;313
"71-05229539044-A0271";1;4;6;"";;800;1;"";1;2;"";5;"";2;"";150;1;1;2;1;300;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;7;2;2;;2;"07";"0701";"070101";1;"71-05229539044-A";1;2;12;2014;304;313
"71-05229539044-A0301";1;4;2;"";;1800;1;"";1;2;"";5;"";2;"";180;1;1;1;1;160;6;"";1;800;1;150;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;3;3;2;;2;"07";"0701";"070101";1;"71-05229539044-A";1;29;11;2014;304;313
"71-05229539044-A0331";1;4;5;"";;800;1;"";1;2;"";5;"";2;"";100;1;1;2;1;180;6;"";2;;2;;2;;2;"";;2;;1;6000;2;;2;;2;"";;1;3;"";25;1;1;1;100;1;"07";"0701";"070101";1;"71-05229539044-A";1;29;11;2014;304;313
"71-05229539044-A0361";1;4;1;"";900;;1;"";2;2;"";7;"";2;"";50;1;2;1;1;85;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;2;2;;2;"07";"0701";"070101";1;"71-05229539044-A";1;29;11;2014;304;313
"71-05230820044-A0031";1;1;1;"";200;;1;"";1;1;"";6;"";2;"";90;1;1;2;1;190;6;"";2;;1;1000;2;;1;"pintar";2000;2;;2;;2;;2;;2;"";;1;4;"";20;1;1;2;;2;"07";"0701";"070101";1;"71-05230820044-A";1;2;12;2014;365;376
"71-05230820044-A0071";1;1;1;"";700;;1;"";1;2;"";6;"";2;"";50;1;1;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05230820044-A";1;2;12;2014;365;376
"71-05230820044-A0101";1;1;1;"";400;;1;"";2;2;"";6;"";3;"";50;1;1;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;1200;2;"";;2;3;"";25;6;1;2;;2;"07";"0701";"070101";1;"71-05230820044-A";1;2;12;2014;365;376
"71-05230820044-A0131";1;1;2;"";;1500;1;"";1;2;"";5;"";2;"";80;1;1;1;1;135;6;"";2;;2;;2;;2;"";;1;20000;2;;2;;2;;2;"";;1;4;"";15;4;4;1;40;2;"07";"0701";"070101";1;"71-05230820044-A";1;2;12;2014;365;376
"71-05230820044-A0171";1;1;5;"";;1000;1;"";1;2;"";6;"";1;"";40;1;1;1;1;50;6;"";1;500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";30;2;1;2;;2;"07";"0701";"070101";1;"71-05230820044-A";1;2;12;2014;365;376
"71-05230820044-A0201";1;1;2;"";;1500;1;"";1;2;"";6;"";1;"";110;1;1;1;1;150;6;"";1;5000;1;300;2;;2;"";;1;30000;2;;2;;1;2700;2;"";;1;4;"";17;4;3;1;40;1;"07";"0701";"070101";1;"71-05230820044-A";1;2;12;2014;365;376
"71-05230820044-A0301";1;4;1;"";900;;1;"";1;2;"";5;"";2;"";90;1;1;2;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";50;1;1;2;;2;"07";"0701";"070101";1;"71-05230820044-A";1;4;12;2014;365;376
"71-05230820044-A0331";1;1;2;"";;1500;1;"";1;2;"";6;"";1;"";250;1;1;2;1;350;6;"";1;1000;1;700;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;1;1;2;;2;"07";"0701";"070101";1;"71-05230820044-A";1;5;12;2014;365;376
"71-05230820044-A0371";1;1;1;"";1500;;1;"";1;1;"";6;"";2;"";125;1;1;1;1;80;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";50;4;3;2;;2;"07";"0701";"070101";1;"71-05230820044-A";1;6;12;2014;365;376
"71-05230820044-A0401";1;1;2;"";;2000;1;"";1;3;"";6;"";1;"";50;1;1;2;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05230820044-A";1;6;12;2014;365;376
"71-05231128974-A0021";1;1;2;"";;2800;1;"";1;3;"";6;"";1;"";80;1;1;1;1;250;6;"";2;;2;;1;1500;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;2;2;2;;2;"07";"0701";"070101";1;"71-05231128974-A";1;12;12;2014;332;342
"71-05231128974-A0041";1;1;2;"";;350;1;"";1;1;"";7;"";1;"";200;1;1;1;1;250;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;3;1;2;;2;"07";"0701";"070101";1;"71-05231128974-A";1;11;12;2014;332;342
"71-05231128974-A0061";1;1;1;"";500;;1;"";1;2;"";6;"";1;"";50;1;1;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05231128974-A";1;11;12;2014;332;342
"71-05231128974-A0081";1;1;2;"";;2000;1;"";1;1;"";6;"";1;"";120;1;1;1;1;130;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;2;;2;"07";"0701";"070101";1;"71-05231128974-A";1;10;12;2014;332;342
"71-05231128974-A0101";1;4;5;"";;700;1;"";1;1;"";6;"";2;"";250;1;1;2;1;600;6;"";2;;1;450;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;2;2;1;150;2;"07";"0701";"070101";1;"71-05231128974-A";1;10;12;2014;332;342
"71-05231128974-A0121";1;4;1;"";560;;1;"";1;2;"";6;"";2;"";50;1;1;2;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05231128974-A";1;12;12;2014;332;342
"71-05231128974-A0151";1;1;1;"";500;;1;"";1;3;"";6;"";1;"";200;1;1;1;1;600;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;4;4;2;;2;"07";"0701";"070101";1;"71-05231128974-A";1;10;12;2014;332;342
"71-05231128974-A0171";1;1;1;"";2800;;1;"";1;2;"";6;"";1;"";400;1;1;1;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;150;2;"";;1;3;"";69;2;2;2;;2;"07";"0701";"070101";1;"71-05231128974-A";1;11;12;2014;332;342
"71-05231128974-A0191";1;1;1;"";500;;1;"";1;2;"";5;"";1;"";250;1;1;2;1;250;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";23;1;1;2;;2;"07";"0701";"070101";1;"71-05231128974-A";1;11;12;2014;332;342
"71-05231128974-A0231";1;1;2;"";;2000;1;"";1;2;"";5;"";1;"";55;1;1;1;1;400;6;"";1;10000;2;;1;200;2;"";;2;;2;;2;;2;;2;"";;1;4;"";22;4;3;1;0;2;"07";"0701";"070101";1;"71-05231128974-A";1;11;12;2014;332;342
"71-05231128974-A0251";1;1;1;"";700;;1;"";1;2;"";5;"";1;"";50;1;1;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";46;1;1;2;;2;"07";"0701";"070101";1;"71-05231128974-A";1;11;12;2014;332;342
"71-05231480166-A0081";1;1;1;"";1500;;1;"";1;2;"";6;"";1;"";180;1;1;1;1;180;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;2;;1;"07";"0701";"070101";1;"71-05231480166-A";1;7;12;2014;406;418
"71-05231480166-A0101";1;1;2;"";;400;1;"";1;1;"";6;"";1;"";75;1;1;2;1;75;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";0;1;1;2;;2;"07";"0701";"070101";1;"71-05231480166-A";1;15;12;2014;406;418
"71-05231480166-A0131";1;1;1;"";1100;;1;"";1;2;"";6;"";1;"";400;1;1;1;1;900;6;"";1;20;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;4;1;60;1;"07";"0701";"070101";1;"71-05231480166-A";1;15;12;2014;406;418
"71-05231480166-A0161";1;1;2;"";;2000;1;"";1;2;"";6;"";1;"";150;1;1;1;1;160;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;4;4;2;;1;"07";"0701";"070101";1;"71-05231480166-A";1;15;12;2014;406;418
"71-05231480166-A0181";1;4;5;"";;400;1;"";1;2;"";6;"";2;"";20;1;1;2;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;"07";"0701";"070101";1;"71-05231480166-A";1;15;12;2014;406;418
"71-05231480166-A0211";1;4;1;"";600;;1;"";1;2;"";6;"";1;"";40;1;1;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05231480166-A";1;17;12;2014;406;418
"71-05231480166-A0261";1;1;2;"";;2000;1;"";1;2;"";6;"";1;"";400;1;1;1;1;600;6;"";1;500;1;400;1;600;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;2;1;60;1;"07";"0701";"070101";1;"71-05231480166-A";1;20;12;2014;406;418
"71-05231480166-A0291";1;1;2;"";;500;1;"";1;2;"";6;"";1;"";350;1;1;1;1;600;6;"";2;;1;300;1;800;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;"07";"0701";"070101";1;"71-05231480166-A";1;15;12;2014;406;418
"71-05231480166-A0321";1;1;1;"";2100;;1;"";2;2;"";5;"";1;"";400;1;1;1;1;300;6;"";2;;2;;2;;2;"";;1;9000;2;;2;;2;;2;"";;1;3;"";60;1;1;2;;2;"07";"0701";"070101";1;"71-05231480166-A";1;16;12;2014;406;418
"71-05231483838-A0011";1;1;2;"";;2800;1;"";1;2;"";6;"";1;"";50;1;1;1;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;1;2;;1;"07";"0701";"070101";1;"71-05231483838-A";1;20;12;2014;730;752
"71-05231483838-A0021";1;3;2;"";;3000;1;"";1;2;"";6;"";1;"";150;1;1;1;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;4;4;1;150;2;"07";"0701";"070101";1;"71-05231483838-A";1;20;12;2014;730;752
"71-05231483838-A0041";1;1;2;"";;25000;1;"";1;2;"";6;"";2;"";250;1;1;1;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";60;5;5;1;300;1;"07";"0701";"070101";1;"71-05231483838-A";1;20;12;2014;730;752
"71-05231483838-A0071";1;1;2;"";;1000;1;"";1;2;"";7;"";1;"";150;1;1;1;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;1;1;45;2;"07";"0701";"070101";1;"71-05231483838-A";1;20;12;2014;730;752
"71-05231483838-A0121";1;1;1;"";150;;1;"";2;2;"";6;"";1;"";100;1;1;1;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;6;5;1;60;1;"07";"0701";"070101";1;"71-05231483838-A";1;20;12;2014;730;752
"71-05233650715-A0021";1;1;5;"";;1500;1;"";1;2;"";6;"";2;"";100;1;2;1;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;40;2;"";;2;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05233650715-A";1;4;12;2014;304;313
"71-05233650715-A0061";1;1;2;"";;1000;1;"";1;2;"";6;"";2;"";120;1;1;1;1;400;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;1;50;1;"07";"0701";"070101";1;"71-05233650715-A";1;4;12;2014;304;313
"71-05233650715-A0111";1;1;2;"";;1800;1;"";1;2;"";6;"";2;"";170;1;2;1;1;750;6;"";1;10000;1;2000;1;700;2;"";;2;;2;;2;;1;2000;2;"";;1;3;"";25;3;3;2;;2;"07";"0701";"070101";1;"71-05233650715-A";1;4;12;2014;304;313
"71-05233650715-A0161";1;1;2;"";;1000;1;"";1;2;"";6;"";2;"";80;1;2;1;1;300;6;"";2;;2;;2;;2;"";;1;2100;2;;2;;2;;2;"";;1;3;"";25;5;5;2;;2;"07";"0701";"070101";1;"71-05233650715-A";1;4;12;2014;304;313
"71-05233650715-A0211";1;1;5;"";;400;5;"";2;2;"";7;"";2;"";100;2;;1;1;80;6;"";1;1200;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";50;1;1;2;;2;"07";"0701";"070101";1;"71-05233650715-A";1;5;12;2014;304;313
"71-05233650715-A0251";1;1;5;"";;300;1;"";1;2;"";5;"";1;"";120;1;1;2;1;150;6;"";1;7000;2;;2;;2;"";;1;11000;2;;2;;2;;2;"";;2;3;"";300;1;1;2;;2;"07";"0701";"070101";1;"71-05233650715-A";1;5;12;2014;304;313
"71-05233650715-A0301";1;1;5;"";;300;5;"";2;2;"";5;"";2;"";130;1;3;2;1;160;6;"";1;1000;2;;2;;2;"";;2;;1;400;2;;2;;2;"";;2;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05233650715-A";1;8;12;2014;304;313
"71-05233650715-A0351";1;1;2;"";;300;1;"";1;2;"";7;"";2;"";50;1;3;1;1;40;6;"";1;50;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";12;3;2;2;;2;"07";"0701";"070101";1;"71-05233650715-A";1;8;12;2014;304;313
"71-05233650715-A0401";1;4;5;"";;1200;5;"";2;1;"";1;"";2;"";186;1;1;2;1;190;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";50;1;0;2;;1;"07";"0701";"070101";1;"71-05233650715-A";1;5;12;2014;304;313
"71-05233650715-A0441";1;4;1;"";1500;;1;"";1;2;"";5;"";2;"";180;1;2;2;1;70;6;"";1;700;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;6;2;2;;1;"07";"0701";"070101";1;"71-05233650715-A";1;11;12;2014;304;313
"71-05233650715-A0491";1;4;5;"";;1500;1;"";1;2;"";6;"";2;"";100;1;1;2;1;120;6;"";1;750;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;1;"07";"0701";"070101";1;"71-05233650715-A";1;11;12;2014;304;313
"71-05233650715-A0541";1;4;2;"";;800;7;"paguichi";2;1;"";1;"";2;"";140;1;2;2;1;150;6;"";1;300;2;;2;;2;"";;1;500;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05233650715-A";1;11;12;2014;304;313
"71-05234130460-A0071";1;3;5;"";;1500;1;"";1;2;"";6;"";1;"";350;1;1;1;1;250;6;"";1;280;1;1000;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;2;2;1;70;1;"07";"0701";"070101";1;"71-05234130460-A";1;20;12;2014;730;752
"71-05234130460-A0191";1;1;2;"";;3000;1;"";1;2;"";6;"";1;"";120;1;1;1;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;2;1;1;200;2;"07";"0701";"070101";1;"71-05234130460-A";1;20;12;2014;730;752
"71-05234130460-A0301";1;3;3;"";;2100;1;"";1;3;"";6;"";1;"";200;1;1;1;1;250;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;2;2;;1;"07";"0701";"070101";1;"71-05234130460-A";1;20;12;2014;730;752
"71-05234130460-A0531";1;1;2;"";;950;1;"";1;2;"";6;"";1;"";70;1;1;1;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";10;1;1;1;62;2;"07";"0701";"070101";1;"71-05234130460-A";1;20;12;2014;730;752
"71-05234130460-A1101";1;4;1;"";3600;;1;"";1;2;"";5;"";2;"";400;1;1;1;1;500;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;2;2;;2;"07";"0701";"070101";1;"71-05234130460-A";1;20;12;2014;730;752
"71-05234523964-A0101";1;1;6;"";;2800;1;"";1;2;"";6;"";1;"";250;1;1;1;1;250;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;5;3;2;;2;"07";"0701";"070101";1;"71-05234523964-A";1;18;12;2014;406;418
"71-05234523964-A0121";1;1;2;"";;3000;1;"";1;2;"";6;"";1;"";280;1;1;1;1;480;6;"";1;800;1;300;1;150;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;3;3;1;120;2;"07";"0701";"070101";1;"71-05234523964-A";1;20;12;2014;406;418
"71-05234523964-A0141";1;1;2;"";;1300;1;"";1;2;"";6;"";1;"";120;1;1;1;1;180;6;"";1;500;1;400;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";28;2;2;1;50;1;"07";"0701";"070101";1;"71-05234523964-A";1;20;12;2014;406;418
"71-05234523964-A0171";1;1;5;"";;4900;1;"";1;2;"";6;"";1;"";200;1;1;1;1;600;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;50;2;"";;1;3;"";23;2;2;1;60;2;"07";"0701";"070101";1;"71-05234523964-A";1;18;12;2014;406;418
"71-05234523964-A0191";1;1;2;"";;3500;1;"";1;2;"";6;"";1;"";240;1;1;1;1;480;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;1;120;1;"07";"0701";"070101";1;"71-05234523964-A";1;18;12;2014;406;418
"71-05234523964-A0221";1;1;1;"";1400;;1;"";1;2;"";6;"";1;"";220;1;1;1;1;200;6;"";1;2000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";30;3;3;1;100;2;"07";"0701";"070101";1;"71-05234523964-A";1;18;12;2014;406;418
"71-05234523964-A0241";1;1;2;"";;1500;1;"";2;2;"";5;"";1;"";180;1;1;1;1;210;6;"";1;800;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;3;3;1;100;1;"07";"0701";"070101";1;"71-05234523964-A";1;18;12;2014;406;418
"71-05234523964-A0261";1;1;2;"";;2100;1;"";1;2;"";6;"";1;"";400;1;1;1;1;600;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;1;480;1;"07";"0701";"070101";1;"71-05234523964-A";1;18;12;2014;406;418
"71-05234523964-A0291";1;1;1;"";1500;;1;"";1;2;"";5;"";1;"";50;1;1;1;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;"07";"0701";"070101";1;"71-05234523964-A";1;18;12;2014;406;418
