folio;hogar;s1a_01;s1a_02;s1a_02b;s1a_03;s1a_04;s1a_05;s1a_05b;s1a_06;s1a_07;s1a_07b;s1a_08;s1a_08b;s1a_09;s1a_09b;s1a_10;s1a_11;s1a_12;s1a_13;s1a_14;s1a_15;s1a_16;s1a_16b;s1a_17_1a;s1a_17_1b;s1a_17_2a;s1a_17_2b;s1a_17_3a;s1a_17_3b;s1a_17_4a;s1a_17_4b;s1a_17_4c;s1a_18_1a;s1a_18_1b;s1a_18_2a;s1a_18_2b;s1a_18_3a;s1a_18_3b;s1a_18_4a;s1a_18_4b;s1a_18_5a;s1a_18_5b;s1a_18_5c;s1a_19;s1a_20;s1a_20b;s1a_21;s1a_22;s1a_23;s1a_24;s1a_25;s1a_26;depto;prov;mun;urbrur;upm;estrato;dia;mes;anio;factor_ant;factor
"71-05222140524-A0341";1;1;2;"";;1400;1;"";1;3;"";7;"";1;"";90;1;1;1;1;350;6;"";2;;1;50;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;4;2;;1;"07";"0701";"070101";1;"71-05222140524-A";1;9;12;2014;304;313
"71-05222140524-A0431";1;4;1;"";400;;1;"";1;3;"";6;"";2;"";30;1;1;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;"07";"0701";"070101";1;"71-05222140524-A";1;13;12;2014;304;313
"71-05222140524-A0491";1;4;1;"";400;;1;"";1;3;"";6;"";1;"";50;1;1;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05222140524-A";1;9;12;2014;304;313
"71-05222140524-A0561";1;1;2;"";;300;1;"";1;3;"";6;"";1;"";150;1;1;1;1;200;6;"";1;200;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;2;;2;"07";"0701";"070101";1;"71-05222140524-A";1;13;12;2014;304;313
"71-05222140524-A0631";1;1;2;"";;1000;1;"";1;2;"";7;"";1;"";30;1;1;1;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;"07";"0701";"070101";1;"71-05222140524-A";1;9;12;2014;304;313
"71-05222140524-A0701";1;1;2;"";;1000;1;"";1;1;"";6;"";1;"";68;1;1;1;1;180;6;"";1;60000;1;700;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";42;2;1;1;20;2;"07";"0701";"070101";1;"71-05222140524-A";1;8;12;2014;304;313
"71-05222140524-A0781";1;1;2;"";;3500;1;"";2;2;"";7;"";1;"";130;1;1;2;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;1;1;2;;2;"07";"0701";"070101";1;"71-05222140524-A";1;7;12;2014;304;313
"71-05222140524-A0851";1;1;1;"";700;;1;"";1;2;"";6;"";1;"";106;1;1;1;1;106;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05222140524-A";1;9;12;2014;304;313
"71-05222391280-A0041";1;1;2;"";;2088;1;"";1;2;"";6;"";1;"";120;1;1;1;1;130;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;4;1;150;2;"07";"0701";"070101";1;"71-05222391280-A";1;5;12;2014;304;313
"71-05222391280-A0081";1;1;1;"";350;;1;"";1;2;"";5;"";1;"";30;1;1;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;"07";"0701";"070101";1;"71-05222391280-A";1;10;12;2014;304;313
"71-05222391280-A0131";1;1;2;"";;550;1;"";1;2;"";6;"";1;"";200;1;1;1;1;350;6;"";2;;2;;2;;2;"";;1;60000;2;;2;;2;;2;"";;1;3;"";45;2;2;2;;1;"07";"0701";"070101";1;"71-05222391280-A";1;3;12;2014;304;313
"71-05222391280-A0171";1;1;1;"";350;;1;"";1;2;"";5;"";1;"";50;1;1;2;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;"07";"0701";"070101";1;"71-05222391280-A";1;4;12;2014;304;313
"71-05222391280-A0211";1;1;2;"";;300;1;"";1;3;"";6;"";1;"";280;1;1;1;1;250;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;2;1;55;2;"07";"0701";"070101";1;"71-05222391280-A";1;4;12;2014;304;313
"71-05222391280-A0261";1;1;2;"";;400;1;"";1;2;"";5;"";1;"";400;1;1;1;1;1000;5;"";1;120;1;1000;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;3;1;1;35;2;"07";"0701";"070101";1;"71-05222391280-A";1;9;12;2014;304;313
"71-05222391280-A0341";1;1;2;"";;300;1;"";1;2;"";5;"";1;"";200;1;1;1;1;500;5;"";1;5000;2;;1;300;1;"PINTADO DE LAS PAREDES";600;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;1;30;2;"07";"0701";"070101";1;"71-05222391280-A";1;4;12;2014;304;313
"71-05222391280-A0391";1;3;1;"";1900;;1;"";1;3;"";6;"";1;"";50;1;1;1;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;1;"07";"0701";"070101";1;"71-05222391280-A";1;4;12;2014;304;313
"71-05222391280-A0392";2;3;1;"";1900;;1;"";1;2;"";6;"";1;"";100;1;1;1;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;6;"";;1;1;2;;1;"07";"0701";"070101";1;"71-05222391280-A";1;6;12;2014;304;313
"71-05222391280-A0431";1;1;1;"";700;;1;"";1;1;"";6;"";1;"";170;1;1;1;1;280;6;"";1;500;1;55;1;35;2;"";;2;;2;;2;;2;;2;"";;1;3;"";28;1;1;2;;2;"07";"0701";"070101";1;"71-05222391280-A";1;3;12;2014;304;313
"71-05222391280-A0471";1;1;2;"";;800;1;"";1;2;"";6;"";1;"";49;1;1;1;1;50;6;"";1;2000;1;500;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;2;1;35;2;"07";"0701";"070101";1;"71-05222391280-A";1;3;12;2014;304;313
"71-05222391280-A0521";1;1;2;"";;600;1;"";1;2;"";6;"";1;"";250;1;1;1;1;250;6;"";2;;1;500;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";44;3;3;1;120;2;"07";"0701";"070101";1;"71-05222391280-A";1;4;12;2014;304;313
"71-05222500206-A0031";1;3;1;"";3000;;1;"";1;2;"";6;"";1;"";120;1;1;1;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;2;2;;2;"07";"0701";"070101";1;"71-05222500206-A";1;15;12;2014;332;342
"71-05222500206-A0071";1;3;2;"";;3500;1;"";1;3;"";6;"";1;"";60;1;1;1;1;350;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;5;2;2;;1;"07";"0701";"070101";1;"71-05222500206-A";1;15;12;2014;332;342
"71-05222500206-A0111";1;3;2;"";;3500;1;"";1;3;"";6;"";1;"";60;1;1;1;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;3;2;2;;2;"07";"0701";"070101";1;"71-05222500206-A";1;17;12;2014;332;342
"71-05222500206-A0151";1;3;1;"";3500;;1;"";1;3;"";6;"";1;"";30;1;1;1;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";12;3;1;2;;2;"07";"0701";"070101";1;"71-05222500206-A";1;15;12;2014;332;342
"71-05222500206-A0201";1;3;3;"";;4500;1;"";1;3;"";6;"";1;"";100;1;1;1;1;500;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";30;4;3;1;300;1;"07";"0701";"070101";1;"71-05222500206-A";1;15;12;2014;332;342
"71-05222500206-A0241";1;3;2;"";;4500;1;"";1;3;"";6;"";1;"";100;1;1;1;1;200;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";30;4;3;1;200;1;"07";"0701";"070101";1;"71-05222500206-A";1;15;12;2014;332;342
"71-05222500206-A0321";1;3;1;"";3450;;1;"";1;3;"";6;"";1;"";100;1;1;1;1;200;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";30;4;1;1;200;1;"07";"0701";"070101";1;"71-05222500206-A";1;15;12;2014;332;342
"71-05222500206-A0361";1;3;1;"";3100;;1;"";1;2;"";6;"";1;"";180;1;1;1;1;52;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;2;2;;1;"07";"0701";"070101";1;"71-05222500206-A";1;15;12;2014;332;342
"71-05222500206-A0401";1;3;2;"";;3000;1;"";1;2;"";6;"";1;"";150;1;1;1;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;3;2;1;120;2;"07";"0701";"070101";1;"71-05222500206-A";1;15;12;2014;332;342
"71-05222500206-A0451";1;3;2;"";;5750;1;"";1;3;"";6;"";1;"";103;1;1;1;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";17;2;1;1;100;2;"07";"0701";"070101";1;"71-05222500206-A";1;15;12;2014;332;342
"71-05222500206-A0491";1;1;2;"";;1500;1;"";1;2;"";6;"";1;"";300;1;1;1;1;800;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;5;4;1;200;1;"07";"0701";"070101";1;"71-05222500206-A";1;15;12;2014;332;342
"71-05224536690-A0031";1;1;2;"";;800;1;"";1;2;"";7;"";1;"";41;1;1;1;1;100;6;"";2;;2;;2;;2;"";;1;9000;2;;2;;2;;2;"";;1;3;"";25;2;1;1;20;1;"07";"0701";"070101";1;"71-05224536690-A";1;16;12;2014;332;342
"71-05224536690-A0061";1;1;1;"";200;;1;"";1;2;"";6;"";1;"";50;1;1;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;1;"07";"0701";"070101";1;"71-05224536690-A";1;15;12;2014;332;342
"71-05224536690-A0111";1;4;2;"";;300;1;"";1;1;"";5;"";1;"";86;3;1;2;1;323;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;2;2;1;85;2;"07";"0701";"070101";1;"71-05224536690-A";1;15;12;2014;332;342
"71-05224536690-A0131";1;1;1;"";400;;1;"";1;2;"";5;"";2;"";45;1;2;1;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;"07";"0701";"070101";1;"71-05224536690-A";1;15;12;2014;332;342
"71-05224536690-A0161";1;4;1;"";100;;1;"";1;2;"";5;"";2;"";30;2;;2;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;"07";"0701";"070101";1;"71-05224536690-A";1;15;12;2014;332;342
"71-05224536690-A0181";1;4;5;"";;300;1;"";1;2;"";5;"";2;"";35;1;1;2;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05224536690-A";1;16;12;2014;332;342
"71-05224536690-A0211";1;4;5;"";;800;1;"";1;2;"";5;"";2;"";100;1;1;2;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;"07";"0701";"070101";1;"71-05224536690-A";1;15;12;2014;332;342
"71-05224536690-A0241";1;4;1;"";500;;1;"";1;1;"";5;"";2;"";20;1;1;1;1;110;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;2;2;;2;"07";"0701";"070101";1;"71-05224536690-A";1;14;12;2014;332;342
"71-05224536690-A0261";1;1;2;"";;900;1;"";1;2;"";6;"";1;"";80;1;1;1;1;150;6;"";2;;2;;2;;2;"";;1;6000;2;;2;;2;;2;"";;1;4;"";30;2;2;1;80;2;"07";"0701";"070101";1;"71-05224536690-A";1;15;12;2014;332;342
"71-05224536690-A0291";1;1;3;"";;800;1;"";1;2;"";6;"";1;"";120;1;1;1;1;150;6;"";1;2000;2;;2;;2;"";;1;14000;2;;2;;2;;2;"";;1;4;"";30;3;3;1;40;1;"07";"0701";"070101";1;"71-05224536690-A";1;17;12;2014;332;342
"71-05224536690-A0311";1;4;5;"";;800;1;"";1;2;"";6;"";2;"";70;1;1;2;1;120;6;"";1;200;2;;2;;2;"";;1;5000;2;;2;;2;;2;"";;2;3;"";25;2;2;2;;1;"07";"0701";"070101";1;"71-05224536690-A";1;16;12;2014;332;342
"71-05224573099-A0041";1;4;4;"";;600;1;"";1;2;"";6;"";2;"";0;1;1;2;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05224573099-A";1;28;11;2014;365;376
"71-05224573099-A0061";1;1;2;"";;999999;1;"";1;2;"";6;"";1;"";250;1;1;1;1;400;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;5;2;1;350;1;"07";"0701";"070101";1;"71-05224573099-A";1;29;11;2014;365;376
"71-05224573099-A0081";1;1;2;"";;1500;1;"";1;2;"";6;"";1;"";400;1;1;1;1;500;6;"";1;5000;1;300;1;1000;2;"";;2;;2;;2;;2;;2;"";;1;3;"";75;5;5;1;200;1;"07";"0701";"070101";1;"71-05224573099-A";1;29;11;2014;365;376
"71-05224573099-A0101";1;1;2;"";;3000;1;"";1;2;"";6;"";1;"";150;1;1;1;1;180;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;5;2;1;50;2;"07";"0701";"070101";1;"71-05224573099-A";1;29;11;2014;365;376
"71-05224573099-A0121";1;1;2;"";;1500;1;"";1;2;"";6;"";1;"";150;1;1;1;1;250;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;5;2;1;120;2;"07";"0701";"070101";1;"71-05224573099-A";1;2;12;2014;365;376
"71-05224573099-A0131";1;1;1;"";3500;;1;"";1;2;"";6;"";1;"";120;1;1;1;1;500;5;"";1;2000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;1;100;2;"07";"0701";"070101";1;"71-05224573099-A";1;29;11;2014;365;376
"71-05224573099-A0151";1;1;2;"";;2000;1;"";1;2;"";6;"";1;"";150;1;1;1;1;200;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;2;1;2;;2;"07";"0701";"070101";1;"71-05224573099-A";1;4;12;2014;365;376
"71-05224573099-A0171";1;1;1;"";1400;;1;"";1;2;"";5;"";1;"";100;1;1;2;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05224573099-A";1;3;12;2014;365;376
"71-05224573099-A0191";1;1;2;"";;1000;1;"";1;2;"";6;"";1;"";300;1;1;1;1;350;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";28;3;3;1;50;1;"07";"0701";"070101";1;"71-05224573099-A";1;4;12;2014;365;376
"71-05224573099-A0231";1;1;2;"";;2100;1;"";1;1;"";7;"";1;"";150;1;1;1;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;2;2;;1;"07";"0701";"070101";1;"71-05224573099-A";1;29;11;2014;365;376
"71-05224992346-A0021";1;3;2;"";;1000;1;"";1;2;"";6;"";1;"";100;1;1;1;1;100;6;"";1;800;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;2;2;;1;"07";"0701";"070101";1;"71-05224992346-A";1;2;12;2014;332;342
"71-05224992346-A0051";1;1;1;"";500;;1;"";1;2;"";6;"";2;"";90;1;1;2;1;90;6;"";2;;2;;2;;1;"colocacion de cable";200;2;;2;;2;;2;;2;"";;2;3;"";45;1;1;2;;1;"07";"0701";"070101";1;"71-05224992346-A";1;1;12;2014;332;342
"71-05224992346-A0081";1;4;1;"";300;;1;"";2;2;"";5;"";2;"";70;1;1;2;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";50;2;1;2;;2;"07";"0701";"070101";1;"71-05224992346-A";1;1;12;2014;332;342
"71-05224992346-A0111";1;3;2;"";;2500;1;"";1;2;"";6;"";1;"";100;1;1;1;1;100;6;"";2;;2;;1;300;2;"";;2;;2;;2;;2;;2;"";;1;4;"";19;3;2;1;100;2;"07";"0701";"070101";1;"71-05224992346-A";1;2;12;2014;332;342
"71-05224992346-A0141";1;1;2;"";;1000;1;"";1;2;"";5;"";1;"";400;1;1;1;1;300;6;"";1;7000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;2;2;2;;2;"07";"0701";"070101";1;"71-05224992346-A";1;2;12;2014;332;342
"71-05224992346-A0171";1;1;2;"";;1500;1;"";1;2;"";6;"";1;"";300;1;1;1;1;400;6;"";1;200;2;;2;;2;"";;1;4000;2;;2;;2;;2;"";;1;3;"";50;6;4;1;40;1;"07";"0701";"070101";1;"71-05224992346-A";1;3;12;2014;332;342
"71-05224992346-A0231";1;1;6;"";;1500;1;"";1;2;"";5;"";1;"";100;1;1;1;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;1;2;;2;"07";"0701";"070101";1;"71-05224992346-A";1;2;12;2014;332;342
"71-05224992346-A0271";1;4;1;"";500;;1;"";1;2;"";5;"";1;"";0;1;1;2;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;"07";"0701";"070101";1;"71-05224992346-A";1;8;12;2014;332;342
"71-05224992346-A0301";1;1;5;"";;500;1;"";1;2;"";5;"";1;"";80;1;1;2;1;100;6;"";1;250;1;50;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;1;1;2;;2;"07";"0701";"070101";1;"71-05224992346-A";1;8;12;2014;332;342
"71-05224992346-A0331";1;1;1;"";500;;1;"";1;2;"";6;"";1;"";100;1;1;2;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;1;1;2;;2;"07";"0701";"070101";1;"71-05224992346-A";1;9;12;2014;332;342
"71-05224992346-A0361";1;1;5;"";;2100;1;"";1;2;"";6;"";1;"";450;1;1;1;1;500;6;"";1;90000;1;5000;1;5000;2;"";;1;20000;2;;2;;2;;2;"";;1;3;"";50;3;3;2;;2;"07";"0701";"070101";1;"71-05224992346-A";1;2;12;2014;332;342
"71-05225840855-A0061";1;1;2;"";;2500;1;"";1;2;"";6;"";1;"";120;1;1;1;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";30;3;3;1;60;1;"07";"0701";"070101";1;"71-05225840855-A";1;8;12;2014;457;471
"71-05225840855-A0111";1;1;2;"";;3000;1;"";1;2;"";6;"";1;"";300;1;1;1;1;500;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";75;4;4;1;200;2;"07";"0701";"070101";1;"71-05225840855-A";1;8;12;2014;457;471
"71-05225840855-A0161";1;1;6;"";;3500;1;"";1;2;"";6;"";1;"";400;1;1;1;1;600;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;4;2;;1;"07";"0701";"070101";1;"71-05225840855-A";1;13;12;2014;457;471
"71-05225840855-A0221";1;1;2;"";;3500;1;"";1;2;"";6;"";1;"";150;1;1;1;1;220;6;"";1;10000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;4;4;1;280;1;"07";"0701";"070101";1;"71-05225840855-A";1;8;12;2014;457;471
"71-05225840855-A0271";1;1;2;"";;2800;1;"";1;2;"";6;"";1;"";100;1;1;1;1;190;6;"";1;7000;1;300;1;400;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;3;3;1;90;2;"07";"0701";"070101";1;"71-05225840855-A";1;8;12;2014;457;471
"71-05225840855-A0331";1;3;1;"";3000;;1;"";1;2;"";6;"";1;"";100;1;1;1;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;2;1;200;2;"07";"0701";"070101";1;"71-05225840855-A";1;9;12;2014;457;471
"71-05225840855-A0381";1;1;1;"";800;;1;"";1;2;"";6;"";1;"";60;1;1;2;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;1;"cambio de enchufes electricos";30;1;3;"";23;1;1;2;;2;"07";"0701";"070101";1;"71-05225840855-A";1;9;12;2014;457;471
"71-05225840855-A0541";1;1;2;"";;3480;1;"";1;2;"";6;"";1;"";100;1;1;1;1;125;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;2;2;2;;2;"07";"0701";"070101";1;"71-05225840855-A";1;14;12;2014;457;471
"71-05225970610-A0011";1;1;2;"";;2000;1;"";1;2;"";6;"";1;"";350;1;1;1;1;450;6;"";2;;2;;1;500;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;5;4;1;400;1;"07";"0701";"070101";1;"71-05225970610-A";1;1;12;2014;406;418
"71-05225970610-A0031";1;1;2;"";;10000;1;"";1;1;"";5;"";1;"";300;1;1;1;1;180;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;5;4;1;20;1;"07";"0701";"070101";1;"71-05225970610-A";1;1;12;2014;406;418
"71-05225970610-A0051";1;4;2;"";;1000;5;"";2;1;"";7;"";2;"";70;1;1;2;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;1;2;;2;"07";"0701";"070101";1;"71-05225970610-A";1;2;12;2014;406;418
"71-05225970610-A0071";1;4;2;"";;300;1;"";2;1;"";5;"";2;"";150;1;1;2;1;100;6;"";2;;2;;2;;1;"en el piso de la vivienda";1700;2;;2;;2;;2;;2;"";;2;3;"";25;2;1;1;100;1;"07";"0701";"070101";1;"71-05225970610-A";1;1;12;2014;406;418
"71-05225970610-A0091";1;4;5;"";;200;5;"";2;1;"";1;"";2;"";50;2;;2;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;1;1;2;;2;"07";"0701";"070101";1;"71-05225970610-A";1;1;12;2014;406;418
"71-05225970610-A0111";1;1;2;"";;1500;1;"";1;2;"";6;"";1;"";70;1;1;1;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;1;150;2;"07";"0701";"070101";1;"71-05225970610-A";1;3;12;2014;406;418
"71-05225970610-A0121";1;3;2;"";;1200;1;"";1;2;"";6;"";1;"";100;1;1;1;1;180;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";26;4;3;1;20;2;"07";"0701";"070101";1;"71-05225970610-A";1;1;12;2014;406;418
"71-05225970610-A0181";1;1;1;"";500;;1;"";1;1;"";6;"";1;"";70;1;1;2;1;75;6;"";2;;2;;1;25;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05225970610-A";1;2;12;2014;406;418
"71-05225970610-A0201";1;1;6;"";;1000;1;"";2;2;"";7;"";1;"";54;1;1;1;1;90;6;"";1;1000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;"07";"0701";"070101";1;"71-05225970610-A";1;3;12;2014;406;418
"71-05227421246-A0031";1;1;2;"";;600;1;"";1;2;"";6;"";1;"";130;1;1;1;1;130;6;"";1;2000;1;200;1;150;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;4;1;1;30;1;"07";"0701";"070101";1;"71-05227421246-A";1;8;12;2014;365;376
"71-05227421246-A0051";1;1;1;"";600;;1;"";1;2;"";8;"cemento con ocre";2;"";232;1;1;2;1;240;6;"";2;;2;;2;0;2;"";;2;;2;;2;;2;;2;"";;1;3;"";95;1;1;2;;2;"07";"0701";"070101";1;"71-05227421246-A";1;6;12;2014;365;376
"71-05227421246-A0081";1;1;2;"";;1800;1;"";1;2;"";6;"";1;"";150;1;1;1;1;85;6;"";1;450;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;3;1;1;150;1;"07";"0701";"070101";1;"71-05227421246-A";1;8;12;2014;365;376
"71-05227421246-A0111";1;1;5;"";;1500;1;"";1;2;"";6;"";2;"";80;1;1;2;1;88;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;1;2;;2;"07";"0701";"070101";1;"71-05227421246-A";1;6;12;2014;365;376
"71-05227421246-A0141";1;1;2;"";;2000;1;"";1;2;"";5;"";1;"";150;1;1;2;1;800;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";20;2;2;1;20;1;"07";"0701";"070101";1;"71-05227421246-A";1;6;12;2014;365;376
"71-05227421246-A0201";1;1;2;"";;3500;1;"";1;2;"";6;"";1;"";400;1;1;1;1;600;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";70;6;6;1;60;2;"07";"0701";"070101";1;"71-05227421246-A";1;8;12;2014;365;376
"71-05227421246-A0271";1;1;2;"";;2000;1;"";1;2;"";6;"";1;"";180;1;1;1;1;220;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;5;3;2;;2;"07";"0701";"070101";1;"71-05227421246-A";1;9;12;2014;365;376
"71-05227421246-A0301";1;1;2;"";;2500;1;"";1;2;"";6;"";1;"";300;1;1;1;1;250;6;"";2;;1;100;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;8;5;1;400;1;"07";"0701";"070101";1;"71-05227421246-A";1;6;12;2014;365;376
"71-05227421246-A0331";1;1;5;"";;500;1;"";1;2;"";6;"";1;"";100;1;1;2;1;100;6;"";2;;1;500;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;2;2;1;50;2;"07";"0701";"070101";1;"71-05227421246-A";1;8;12;2014;365;376
"71-05227421246-A0361";1;1;2;"";;3500;1;"";1;2;"";6;"";1;"";200;1;1;1;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;8;5;1;200;1;"07";"0701";"070101";1;"71-05227421246-A";1;9;12;2014;365;376
"71-05227861590-A0021";1;4;6;"";;300;1;"";1;2;"";5;"";2;"";29;1;2;1;1;62;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;"07";"0701";"070101";1;"71-05227861590-A";1;19;12;2014;332;342
"71-05227861590-A0041";1;1;2;"";;400;1;"";1;2;"";5;"";2;"";32;1;2;1;1;54;6;"";2;;2;;2;;2;"";;1;3500;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;1;"07";"0701";"070101";1;"71-05227861590-A";1;19;12;2014;332;342
"71-05227861590-A0061";1;1;2;"";;300;5;"";2;1;"";7;"";2;"";20;3;;1;1;50;6;"";1;2000;2;;2;;2;"";;2;;1;800;2;;2;;2;"";;2;3;"";25;1;1;2;;1;"07";"0701";"070101";1;"71-05227861590-A";1;19;12;2014;332;342
"71-05227861590-A0091";1;1;2;"";;500;1;"";2;1;"";5;"";2;"";32;1;2;1;1;310;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;"07";"0701";"070101";1;"71-05227861590-A";1;19;12;2014;332;342
