folio;s1a_01;s1a_02;s1a_02b;s1a_03;s1a_04;s1a_05;s1a_06;s1a_07;s1a_07b;s1a_08;s1a_09;s1a_09b;s1a_10;s1a_10b;s1a_11;s1a_11b;s1a_12a;s1a_12b;s1a_13;s1a_14;s1a_15;s1a_16;s1a_17;s1a_18;s1a_19;s1a_20;s1a_20b;s1a_21_1a;s1a_21_1b;s1a_21_2a;s1a_21_2b;s1a_21_3a;s1a_21_3b;s1a_21_4a;s1a_21_4a1;s1a_21_4b;s1a_22_1a;s1a_22_1b;s1a_22_2a;s1a_22_2b;s1a_22_3a;s1a_22_3b;s1a_22_4a;s1a_22_4b;s1a_22_5a;s1a_22_5a1;s1a_22_5b;s1a_23;s1a_24;s1a_24a;s1a_25;s1a_26;s1a_27;s1a_28;s1a_29;s1a_30;departamento;area;upm;estrato;factor
"712-05194795869-A-0071";1;1;"";300;;2;;1;"";1;1;"";7;"";1;"";24;0;30;1;3;1;;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;7;1;"712-05194795869-A";"12";341
"712-05194795869-A-0081";1;2;"";;500;2;;1;"";1;2;"";7;"";2;"";24;0;30;1;3;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;7;1;"712-05194795869-A";"12";341
"712-05194795869-A-0163";1;1;"";400;;2;;1;"";1;2;"";7;"";2;"";24;0;30;1;3;2;3;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;1;7;1;"712-05194795869-A";"12";341
"712-05194795869-A-0241";1;2;"";;500;2;;1;"";1;1;"";7;"";2;"";24;0;50;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;0;2;;2;7;1;"712-05194795869-A";"12";341
"712-05198746417-A-0321";1;2;"";;450;2;;1;"";1;2;"";7;"";1;"";24;0;40;1;2;2;2;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;7;1;"712-05198746417-A";"12";341
"712-05201628165-A-0031";1;3;"";;300;2;;1;"";2;1;"";7;"";3;"";24;0;25;3;;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;1;2;;2;7;1;"712-05201628165-A";"12";312
"712-05201628165-A-0211";1;2;"";;600;2;;1;"";2;2;"";7;"";1;"";24;0;15;1;2;2;3;1;80;6;"";2;;2;;2;;2;"";;1;2000;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;7;1;"712-05201628165-A";"12";312
"712-05203444904-A-0031";4;1;"";400;;2;;1;"";1;2;"";7;"";2;"";24;0;50;2;;2;5;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;2;2;;2;7;1;"712-05203444904-A";"12";341
"712-05203444904-A-0081";1;2;"";;500;2;;1;"";1;1;"";7;"";1;"";24;0;30;1;2;2;2;1;120;6;"";1;500;1;200;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;3;2;;2;7;1;"712-05203444904-A";"12";341
"712-05203444904-A-0171";1;2;"";;600;2;;1;"";2;2;"";7;"";2;"";24;0;40;2;;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;7;1;"712-05203444904-A";"12";341
"712-05206131442-A-0161";1;4;"";;300;2;;1;"";2;2;"";7;"";2;"";24;0;25;3;;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;1;2;;2;7;1;"712-05206131442-A";"12";312
"712-05206131442-A-0171";1;2;"";;700;2;;1;"";2;2;"";7;"";2;"";24;0;25;1;2;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;7;1;"712-05206131442-A";"12";312
"712-05251216800-A-0121";1;2;"";;800;2;;1;"";2;2;"";7;"";1;"";24;0;80;1;1;1;;1;80;6;"";1;2000;1;60;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;0;2;;2;7;1;"712-05251216800-A";"12";289
"712-05258298814-A-0041";4;1;"";500;;2;;1;"";2;2;"";7;"";2;"";24;0;90;1;1;2;2;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;7;1;"712-05258298814-A";"12";312
"712-05272992226-A-0051";4;5;"";;500;2;;1;"";2;2;"";7;"";2;"";24;0;25;1;1;2;3;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;7;1;"712-05272992226-A";"12";312
"712-05275875287-A-0141";1;2;"";;350;2;;1;"";1;2;"";7;"";1;"";24;0;50;2;;1;;1;180;6;"";1;500;1;200;1;150;2;"";;1;850;2;;2;;2;;2;"";;1;3;"";25;3;1;1;200;2;7;1;"712-05275875287-A";"12";312
"713-05210007022-A-0101";1;5;"";;300;2;;1;"";2;2;"";7;"";2;"";24;0;25;1;1;2;2;1;45;6;"";1;500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;7;1;"713-05210007022-A";"13";345
"713-05221493003-A-0051";1;2;"";;1500;2;;5;"";2;1;"";7;"";1;"";24;0;60;1;1;2;5;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;7;1;"713-05221493003-A";"13";345
"713-05221493003-A-0081";4;1;"";600;;2;;5;"";2;1;"";7;"";1;"";24;0;80;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;1;2;;2;7;1;"713-05221493003-A";"13";345
"713-05225097548-A-0341";1;2;"";;500;2;;1;"";1;3;"";7;"";1;"";24;0;200;1;1;1;;1;400;6;"";1;5000;1;3000;2;;2;"";;1;12000;1;4000;2;;2;;2;"";;1;3;"";25;2;2;2;;2;7;1;"713-05225097548-A";"13";375
"713-05226478698-A-0221";1;2;"";;350;2;;1;"";1;2;"";7;"";1;"";24;0;60;1;2;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;2;2;2;;2;7;1;"713-05226478698-A";"13";375
"713-05249680809-A-0171";1;1;"";800;;2;;1;"";1;2;"";7;"";1;"";24;0;100;1;1;1;;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;2;2;;2;7;1;"713-05249680809-A";"13";345
"713-05256187162-A-0521";4;5;"";;300;2;;5;"";2;1;"";7;"";2;"";24;0;90;1;1;2;2;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;1;30;1;7;1;"713-05256187162-A";"13";345
"713-05265792814-A-0481";4;1;"";500;;2;;1;"";1;2;"";7;"";1;"";24;0;50;1;1;2;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;7;1;"713-05265792814-A";"13";345
"714-05225560094-A-0441";4;2;"";;1200;2;;1;"";1;1;"";7;"";2;"";24;0;70;1;1;2;2;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;1;10;1;7;1;"714-05225560094-A";"14";412
"714-05244887486-A-0111";1;6;"";;500;2;;1;"";1;2;"";7;"";2;"";24;0;55;1;2;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;7;1;"714-05244887486-A";"14";343
"714-05261539598-A-0491";2;1;"";200;;2;;5;"";2;1;"";7;"";1;"";24;0;84;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;1;7;1;"714-05261539598-A";"14";343
"721-05269804979-A-0191";1;5;"";;600;2;;1;"";2;2;"";7;"";1;"";24;0;60;1;2;2;2;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;7;1;"721-05269804979-A";"11";312
"722-05282168961-A-0101";4;2;"";;300;2;;1;"";2;2;"";7;"";2;"";24;0;30;3;;2;4;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;7;1;"722-05282168961-A";"12";312
"722-05353888301-A-0061";1;2;"";;300;2;;1;"";2;2;"";7;"";2;"";24;0;50;1;2;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;7;1;"722-05353888301-A";"12";312
"722-05353888301-A-0071";1;2;"";;300;2;;1;"";2;2;"";7;"";2;"";24;0;50;1;2;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;2;2;;2;7;1;"722-05353888301-A";"12";312
"723-05276277125-A-0091";4;1;"";800;;2;;1;"";1;2;"";7;"";1;"";24;0;40;1;2;2;2;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;1;2;;2;7;1;"723-05276277125-A";"13";375
"723-05507819797-A-0051";4;1;"";300;;2;;1;"";1;2;"";7;"";2;"";24;0;20;1;2;2;8;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;7;1;"723-05507819797-A";"13";345
"732-04922157459-A-0011";4;2;"";;500;2;;1;"";1;2;"";7;"";2;"";24;0;;1;2;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;7;1;"732-04922157459-A";"12";341
"732-04922157459-A-0191";4;1;"";130;;2;;1;"";2;2;"";7;"";1;"";22;0;20;1;2;2;5;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;7;1;"732-04922157459-A";"12";341
"814-00756131930-A-0061";1;1;"";900;;2;;1;"";1;2;"";7;"";10;"";;;50;1;1;2;3;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;8;1;"814-00756131930-A";"14";345
"814-00756377274-A-0011";1;1;"";1200;;2;;1;"";1;2;"";7;"";10;"";;;100;1;2;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;8;1;"814-00756377274-A";"14";345
"814-00756377274-A-0971";1;2;"";;500;2;;1;"";1;2;"";7;"";1;"";7;30;80;1;2;1;;1;80;6;"";1;2500;2;;2;;1;"MATRIAL DE CONSTRUCCION";3000;1;3000;2;;2;;2;;2;"";;2;3;"";25;2;2;2;;2;8;1;"814-00756377274-A";"14";345
"421-04101413216-A-0041";4;1;"";50;;2;;2;"";1;1;"";7;"";2;"";6;0;7;5;;;;1;8;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";24;1;0;2;;2;4;1;"421-04101413216-A";"11";223
"421-04101413216-A-0311";1;2;"";;200;2;;2;"";1;1;"";7;"";2;"";6;0;7;1;1;1;;1;21;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";24;7;4;2;;2;4;1;"421-04101413216-A";"11";223
"421-04101413216-A-0341";1;2;"";;200;2;;2;"";1;1;"";7;"";2;"";6;0;8;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";24;3;3;2;;2;4;1;"421-04101413216-A";"11";223
"433-05039996187-A-0221";1;5;"";;500;2;;1;"";1;1;"";7;"";2;"";4;0;11;1;1;1;;1;25;6;"";2;;1;300;1;200;2;"";;2;;2;;2;;2;;2;"";;1;3;"";24;3;3;2;;2;4;1;"433-05039996187-A";"13";283
"714-05261539598-A-0231";1;1;"";1000;;2;;1;"";2;2;"";7;"";1;"";24;0;80;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";24;3;2;2;;2;7;1;"714-05261539598-A";"14";343
"723-05481599720-A-0181";1;2;"";;300;2;;1;"";1;2;"";7;"";1;"";24;0;60;1;2;2;2;1;120;6;"";2;;2;;2;;2;"";;1;3000;2;;2;;2;;2;"";;2;3;"";24;2;2;2;;1;7;1;"723-05481599720-A";"13";345
"113-00418580868-A-0201";4;1;"";350;;2;;1;"";1;2;"";7;"";1;"";20;0;25;1;1;2;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;1;1;"113-00418580868-A";"13";250
"113-04178000077-A-0211";1;2;"";;500;2;;2;"";1;2;"";7;"";1;"";24;0;17;1;1;1;;1;38;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;1;1;"113-04178000077-A";"13";273
"213-00629447674-A-0041";1;2;"";;800;2;;2;"";1;1;"";7;"";2;"";24;0;40;1;1;2;2;1;182;6;"";1;400;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;2;1;30;2;2;1;"213-00629447674-A";"13";281
"214-00629848944-A-0171";4;2;"";;1500;2;;2;"";2;1;"";7;"";1;"";24;0;70;1;1;1;;1;110;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;1;60;1;2;1;"214-00629848944-A";"14";343
"221-06028132898-A-0021";1;2;"";;250;2;;2;"";1;1;"";7;"";2;"";24;0;11;2;;1;;1;17;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;2;1;"221-06028132898-A";"11";219
"314-05245390993-A-0071";1;2;"";;250;2;;2;"";1;1;"";7;"";11;"";;;187;1;1;1;;1;37;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;3;2;;2;3;1;"314-05245390993-A";"14";231
"314-05248238925-A-0091";1;2;"";;4164;2;;2;"";1;2;"";7;"";1;"";2;0;90;1;1;1;;1;80;6;"";1;9000;2;;1;900;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;9;1;1;20;2;3;1;"314-05248238925-A";"14";330
"323-00519116748-A-0171";1;6;"";;100;2;;2;"";1;2;"";7;"";2;"";24;0;20;2;;1;;1;75;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;2;2;;2;3;1;"323-00519116748-A";"13";225
"323-00524079353-A-0341";1;2;"";;300;2;;2;"";2;1;"";7;"";1;"";0;30;15;2;;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;3;1;"323-00524079353-A";"13";206
"411-04795896513-A-0061";1;2;"";;150;2;;2;"";1;1;"";7;"";1;"";3;0;18;5;;;;1;24;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;4;1;"411-04795896513-A";"11";223
"412-00477814549-A-0151";1;2;"";;150;2;;1;"";1;1;"";7;"";2;"";3;0;25;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;2;2;;2;4;1;"412-00477814549-A";"12";224
"413-00476124092-A-0191";4;2;"";;50;2;;2;"";2;1;"";7;"";2;"";2;0;40;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;1;50;2;4;1;"413-00476124092-A";"13";283
"413-00476587797-A-0141";1;1;"";150;;2;;1;"";2;1;"";7;"";1;"";3;0;22;5;;;;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;4;1;"413-00476587797-A";"13";283
"413-00477003931-A-0061";1;6;"";;400;2;;2;"";1;1;"";7;"";2;"";3;0;25;1;1;2;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;4;3;2;;2;4;1;"413-00477003931-A";"13";283
"413-04789453474-A-0141";4;5;"";;200;2;;1;"";2;1;"";7;"";2;"";2;0;15;5;;;;1;30;6;"";1;1000;2;;1;100;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;4;1;"413-04789453474-A";"13";283
"414-00476601237-A-0041";1;1;"";250;;2;;1;"";2;1;"";7;"";1;"";4;0;30;5;;;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;4;1;"414-00476601237-A";"14";373
"414-00476601237-A-0231";1;1;"";150;;2;;2;"";1;1;"";7;"";2;"";4;0;31;1;1;1;;1;42;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;1;44;2;4;1;"414-00476601237-A";"14";373
"712-05208243365-A-0091";1;4;"";;300;2;;5;"";2;1;"";7;"";2;"";24;0;25;3;;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;2;1;2;;2;7;1;"712-05208243365-A";"12";341
"714-05249315674-A-0011";1;2;"";;1000;2;;5;"";2;2;"";7;"";2;"";24;0;140;1;1;1;;1;240;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;4;3;1;100;2;7;1;"714-05249315674-A";"14";412
"723-05401473953-A-0071";1;5;"";;400;2;;1;"";1;2;"";7;"";1;"";24;0;60;1;2;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;2;2;2;;2;7;1;"723-05401473953-A";"13";375
"823-01107245772-A-0221";1;1;"";300;;2;;2;"";2;2;"";7;"";12;"NORIA";;;;1;2;2;4;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;1;2;;2;8;1;"823-01107245772-A";"13";237
"912-12106531295-A-0661";1;2;"";;500;2;;5;"";2;1;"";7;"";10;"";;;60;2;;1;;1;500;6;"";2;;1;2000;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;9;1;"912-12106531295-A";"12";86
"422-04534312579-A-0121";1;2;"";;200;2;;2;"";1;1;"";7;"";2;"";4;0;12;1;1;2;2;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;3;2;2;;2;4;1;"422-04534312579-A";"12";224
"422-04534312579-A-0261";1;1;"";200;;2;;2;"";1;1;"";7;"";2;"";4;0;18;5;;;;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;1;2;;2;4;1;"422-04534312579-A";"12";224
"713-05260652025-A-0301";4;1;"";450;;2;;1;"";1;1;"";7;"";2;"";24;0;50;1;1;2;3;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;1;1;2;;2;7;1;"713-05260652025-A";"13";345
"413-00477003931-A-0111";4;2;"";;150;2;;2;"";1;1;"";7;"";2;"";1;0;35;1;1;2;2;1;85;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;3;3;1;30;2;4;1;"413-00477003931-A";"13";283
"622-03016359836-A-0211";4;5;"";;500;2;;5;"";2;1;"";7;"";2;"";24;0;70;1;1;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;2;2;2;;2;6;1;"622-03016359836-A";"12";164
"412-04758788831-A-0221";4;2;"";;400;2;;1;"";1;1;"";7;"";2;"";4;0;40;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;3;2;2;;2;4;1;"412-04758788831-A";"12";224
"713-05260652025-A-0171";1;2;"";;400;2;;1;"";1;1;"";7;"";2;"";24;0;75;1;1;2;2;1;90;6;"";1;240;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";18;1;0;2;;2;7;1;"713-05260652025-A";"13";345
"413-00476587797-A-0551";1;5;"";;120;2;;1;"";1;2;"";7;"";2;"";8;0;23;1;1;1;;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";16;2;1;2;;2;4;1;"413-00476587797-A";"13";283
"413-00476124092-A-0101";4;2;"";;120;2;;2;"";1;1;"";7;"";2;"";2;30;15;1;1;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;2;1;2;;2;4;1;"413-00476124092-A";"13";283
"413-00476587797-A-0461";4;2;"";;150;2;;2;"";1;2;"";7;"";2;"";8;0;16;1;1;2;2;1;17;6;"";1;3000;2;;1;350;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;2;1;2;;2;4;1;"413-00476587797-A";"13";283
"413-00477003931-A-0171";1;2;"";;150;2;;1;"";1;1;"";7;"";1;"";1;0;40;1;1;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;4;3;1;30;2;4;1;"413-00477003931-A";"13";283
"413-04764061219-A-0072";1;7;"LA CASA ES DE LOS PADRES QUE SOLAMENTE BIENEN A VERLOS PORQUE VIVEN EN EL CAMPO";;150;2;;2;"";1;1;"";7;"";2;"";2;0;30;1;1;2;2;1;45;6;"";2;;2;;1;1500;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;3;2;1;32;2;4;1;"413-04764061219-A";"13";283
"414-00476601237-A-0211";1;2;"";;160;2;;2;"";1;2;"";7;"";2;"";4;30;30;1;1;1;;1;32;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;3;2;2;;1;4;1;"414-00476601237-A";"14";373
"723-05137286714-A-0101";1;5;"";;300;2;;1;"";1;2;"";7;"";2;"";24;0;45;2;;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";15;1;0;2;;1;7;1;"723-05137286714-A";"13";345
"413-04764061219-A-0191";1;5;"";;130;2;;1;"";1;1;"";7;"";2;"";1;30;17;1;1;1;;1;28;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";14;3;2;1;45;2;4;1;"413-04764061219-A";"13";283
"313-05205241692-A-0011";1;2;"";;200;2;;2;"";1;1;"";7;"";11;"";;;60;1;1;2;3;1;40;6;"";1;1000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;3;2;2;;2;3;1;"313-05205241692-A";"13";225
"413-04764061219-A-0091";1;2;"";;100;2;;1;"";1;1;"";7;"";2;"";2;0;22;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;1;1000;2;;2;;2;;2;"";;1;4;"";10;2;1;2;;2;4;1;"413-04764061219-A";"13";283
"413-04764061219-A-0111";1;2;"";;120;2;;1;"";1;1;"";7;"";2;"";2;0;25;1;1;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;2;2;2;;2;4;1;"413-04764061219-A";"13";283
"144-03982264085-A-0181";1;2;"";;80;2;;2;"";2;2;"";7;"";1;"";24;0;10;1;1;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;2;2;2;;2;1;2;"144-03982416068-A";"24";167
"313-05196404444-A-0011";1;2;"";;150;2;;1;"";1;1;"";7;"";2;"";3;0;12;1;1;1;;1;65;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;1;1;2;;2;3;1;"313-05196404444-A";"13";206
"413-00476587797-A-0181";1;2;"";;50;2;;2;"";1;1;"";7;"";2;"";4;0;42;1;1;1;;1;48;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;4;3;1;35;2;4;1;"413-00476587797-A";"13";283
"413-04764061219-A-0051";1;2;"";;300;2;;1;"";1;1;"";7;"";2;"";2;0;28;1;1;1;;1;32;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;2;1;1;32;2;4;1;"413-04764061219-A";"13";283
"414-00476601237-A-0081";1;2;"";;50;2;;2;"";1;1;"";7;"";2;"";5;0;42;1;1;2;3;1;48;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;4;3;2;;2;4;1;"414-00476601237-A";"14";373
"713-05201079745-A-0031";1;2;"";;400;2;;1;"";2;2;"";7;"";2;"";24;0;50;1;1;2;3;1;130;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;2;1;2;;2;7;1;"713-05201079745-A";"13";345
"413-00477003931-A-0012";1;1;"";200;;2;;2;"";1;1;"";7;"";2;"";2;0;17;1;1;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";7;2;1;2;;2;4;1;"413-00477003931-A";"13";283
"443-04066637160-A-0031";1;2;"";;;2;;2;"";1;1;"";7;"";8;"";;;7;1;1;1;;1;50;6;"";1;100;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;3;3;2;;2;4;2;"443-04066637160-A";"23";223
"443-04066637160-A-0051";1;5;"";;20;2;;2;"";2;4;"";7;"";8;"";;;7;1;1;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;2;1;2;;2;4;2;"443-04066637160-A";"23";223
"712-05198746417-A-0191";4;1;"";30;;2;;1;"";1;1;"";7;"";1;"";24;0;15;1;2;2;3;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";0;1;0;2;;2;7;1;"712-05198746417-A";"12";341
"412-00476288824-A-0081";4;5;"";;50;2;;2;"";1;1;"";7;"";2;"";8;0;;2;;2;2;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;4;1;"412-00476288824-A";"12";224
"712-05177441073-A-0141";1;2;"";;350;2;;1;"";2;1;"";7;"";2;"";24;0;37;1;3;1;;1;86;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"712-05177441073-A";"12";312
"712-05185600794-A-0152";1;2;"";;500;2;;1;"";1;2;"";7;"";2;"";24;0;80;1;3;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;7;1;"712-05185600794-A";"12";341
"713-05245986679-A-0171";1;5;"";;400;2;;5;"";2;1;"";7;"";2;"";24;0;20;1;2;2;4;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;1;30;2;7;1;"713-05245986679-A";"13";375
"722-05153602488-A-0061";1;3;"";;300;2;;1;"";2;2;"";7;"";1;"";24;0;35;1;2;2;2;1;45;6;"";2;;1;2000;1;1000;1;"REPARACION DE LA VIVIENDA QUE ANTERIORMENTE SUFRIO UN INCENDIO";5000;1;5000;2;;1;10000;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"722-05153602488-A";"12";312
"723-05507819797-A-0081";4;1;"";300;;2;;1;"";1;2;"";7;"";2;"";24;0;20;1;2;2;8;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;7;1;"723-05507819797-A";"13";345
"724-03911340313-A-0231";1;1;"";300;;2;;1;"";1;2;"";7;"";2;"";24;0;30;1;1;2;2;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;1;7;1;"724-03911340313-A";"14";375
"823-01107245772-A-0261";4;1;"";300;;2;;1;"";1;1;"";7;"";10;"";;;20;1;2;2;5;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;8;1;"823-01107245772-A";"13";237
