folio;s1a_01;s1a_02;s1a_02b;s1a_03;s1a_04;s1a_05;s1a_06;s1a_07;s1a_07b;s1a_08;s1a_09;s1a_09b;s1a_10;s1a_10b;s1a_11;s1a_11b;s1a_12a;s1a_12b;s1a_13;s1a_14;s1a_15;s1a_16;s1a_17;s1a_18;s1a_19;s1a_20;s1a_20b;s1a_21_1a;s1a_21_1b;s1a_21_2a;s1a_21_2b;s1a_21_3a;s1a_21_3b;s1a_21_4a;s1a_21_4a1;s1a_21_4b;s1a_22_1a;s1a_22_1b;s1a_22_2a;s1a_22_2b;s1a_22_3a;s1a_22_3b;s1a_22_4a;s1a_22_4b;s1a_22_5a;s1a_22_5a1;s1a_22_5b;s1a_23;s1a_24;s1a_24a;s1a_25;s1a_26;s1a_27;s1a_28;s1a_29;s1a_30;departamento;area;upm;estrato;factor
"263-06123052949-A-0051";1;1;"";350;;2;;2;"";1;1;"";3;"";2;"";24;0;20;1;1;2;2;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;3;2;2;;2;2;1;"263-06123052949-A";"13";233
"263-06133852509-A-0281";1;2;"";;200;2;;1;"";1;1;"";3;"";1;"";24;0;15;1;1;1;;1;110;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";23;4;3;1;22;2;2;1;"263-06133852509-A";"13";255
"264-05998596324-A-0151";1;3;"";;600;1;2;1;"";1;1;"";3;"";1;"";24;0;25;1;1;1;;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;2;1;"264-05998596324-A";"14";257
"264-06093214562-A-0101";1;5;"";;500;2;;1;"";1;1;"";3;"";1;"";24;0;10;1;1;1;;1;130;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;2;1;"264-06093214562-A";"14";257
"312-05180219038-A-0161";1;1;"";200;;2;;1;"";1;2;"";3;"";4;"";;;21;2;;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";23;1;1;2;;2;3;1;"312-05180219038-A";"12";204
"313-05261301520-A-0461";3;2;"";;2500;2;;1;"";1;3;"";3;"";1;"";5;0;55;1;1;1;;1;170;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;1;30;1;3;1;"313-05261301520-A";"13";248
"314-05260352239-A-0011";1;5;"";;2088;2;;1;"";1;1;"";3;"";1;"";2;0;60;1;1;1;;1;300;6;"";2;;2;;2;;1;"BARNIZADO DE PUERTAS";2088;2;;2;;2;;2;;2;"";;1;3;"";23;4;3;1;0;1;3;1;"314-05260352239-A";"14";192
"324-00524015548-A-0251";1;1;"";3000;;2;;2;"";1;2;"";3;"";1;"";4;0;70;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;1;3;1;"324-00524015548-A";"14";231
"412-00477814549-A-0071";1;2;"";;500;2;;2;"";1;1;"";3;"";1;"";8;0;38;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;1;5000;2;;2;;2;;2;"";;1;3;"";23;4;3;1;32;2;4;1;"412-00477814549-A";"12";224
"412-00477814549-A-0161";1;2;"";;150;2;;1;"";1;2;"";3;"";1;"";3;0;25;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;5;3;1;50;2;4;1;"412-00477814549-A";"12";224
"413-00477003931-A-0271";4;5;"";;100;2;;1;"";1;1;"";3;"";2;"";3;0;10;1;1;2;2;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;1;2;;2;4;1;"413-00477003931-A";"13";283
"414-00476601237-A-0151";4;1;"";300;;2;;1;"";1;1;"";3;"";2;"";7;0;20;1;1;2;4;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;1;2;;2;4;1;"414-00476601237-A";"14";373
"414-00476601237-A-0171";4;1;"";300;;2;;1;"";1;1;"";3;"";2;"";7;0;20;1;1;2;4;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;1;2;;2;4;1;"414-00476601237-A";"14";373
"414-00477139385-A-0351";1;2;"";;2000;2;;2;"";1;1;"";3;"";1;"";24;0;56;1;1;1;;1;190;6;"";1;5000;1;300;1;50;2;"";;1;0;2;;2;;1;50;2;"";;1;3;"";23;1;1;1;37;2;4;1;"414-00477139385-A";"14";373
"414-00477139385-A-0391";1;2;"";;700;2;;1;"";1;1;"";3;"";1;"";24;0;48;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;1;3000;2;;2;"";;1;3;"";23;3;2;2;;2;4;1;"414-00477139385-A";"14";373
"414-00477139385-A-0431";1;2;"";;1500;2;;1;"";1;1;"";3;"";2;"";24;0;50;1;1;2;3;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;6;2;1;30;2;4;1;"414-00477139385-A";"14";373
"414-00477636248-A-0131";3;2;"";;2000;2;;1;"";1;3;"";3;"";1;"";24;0;20;1;1;1;;1;100;6;"";1;40;1;200;1;200;2;"";;2;;2;;2;;1;3000;2;"";;1;3;"";23;3;2;2;;1;4;1;"414-00477636248-A";"14";407
"414-00477636248-A-0161";3;1;"";2500;;2;;1;"";1;3;"";3;"";1;"";24;0;30;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;1;"INSTALACIÓN DE UCHA ELECTRICA";300;1;3;"";23;4;1;2;;1;4;1;"414-00477636248-A";"14";407
"414-00477636248-A-0191";3;2;"";;2000;2;;1;"";1;3;"";3;"";1;"";24;0;25;1;1;1;;1;220;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;4;1;"414-00477636248-A";"14";407
"414-00478275539-A-0481";1;5;"";;300;2;;2;"";1;1;"";3;"";2;"";24;0;20;1;1;2;3;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;2;1;23;2;4;1;"414-00478275539-A";"14";373
"433-05039996187-A-0061";4;1;"";180;;2;;2;"";1;1;"";3;"";2;"";4;0;5;1;1;2;3;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;70;2;"";;1;3;"";23;1;1;2;;2;4;1;"433-05039996187-A";"13";283
"514-00377622897-A-0151";4;1;"";1000;;2;;1;"";1;1;"";3;"";1;"";12;0;20;1;1;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;1;2;;1;5;1;"514-00377622897-A";"14";529
"524-00309347530-A-0261";1;2;"";;1000;2;;2;"";1;1;"";3;"";2;"";24;0;12;2;;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;5;1;2;;2;5;1;"524-00309347530-A";"14";529
"911-01211062536-A-0251";1;1;"";500;;2;;5;"";2;1;"";3;"";10;"";;;50;2;;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;100;2;"";;2;3;"";23;1;1;2;;2;9;1;"911-01211062536-A";"11";63
"911-01211062536-A-0331";1;2;"";;1000;2;;5;"";2;1;"";3;"";1;"";24;0;80;2;;1;;1;300;6;"";1;7000;2;;2;;2;"";;2;;2;;1;5000;2;;2;"";;1;3;"";23;3;3;2;;2;9;1;"911-01211062536-A";"11";63
"212-06114934878-A-0191";1;2;"";;250;2;;2;"";1;1;"";3;"";1;"";;;;2;;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;3;2;2;;2;2;1;"212-06114934878-A";"12";207
"212-06129446475-A-0211";1;1;"";200;;2;;1;"";1;1;"";3;"";1;"";24;0;13;1;1;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";22;2;2;2;;2;2;1;"212-06129446475-A";"12";207
"213-00629447674-A-0241";3;2;"";;1200;2;;1;"";1;3;"";3;"";1;"";24;0;35;1;1;1;;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;4;3;1;100;1;2;1;"213-00629447674-A";"13";281
"213-00629635088-A-0311";4;1;"";400;;2;;1;"";1;3;"";3;"";1;"";24;0;24;1;1;2;2;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;1;1;2;;2;2;1;"213-00629635088-A";"13";255
"213-00629635088-A-0341";1;1;"";450;;2;;1;"";1;3;"";3;"";1;"";24;0;25;1;1;2;2;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;1;2;;2;2;1;"213-00629635088-A";"13";255
"213-00630223785-A-0401";4;5;"";;250;2;;2;"";1;1;"";3;"";2;"";24;0;24;1;1;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;3;2;2;;2;2;1;"213-00630223785-A";"13";255
"213-00630377445-A-0451";3;2;"";;500;2;;1;"";1;1;"";3;"";1;"";24;0;50;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";22;5;4;1;25;2;2;1;"213-00630377445-A";"13";255
"213-00631272653-A-0361";1;2;"";;300;2;;1;"";1;1;"";3;"";1;"";24;0;30;1;1;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;1;1;16;2;2;1;"213-00631272653-A";"13";233
"214-00628158234-A-0011";1;2;"";;200;2;;1;"";1;1;"";3;"";1;"";24;0;150;1;1;1;;1;400;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;6;3;1;60;1;2;1;"214-00628158234-A";"14";308
"214-00628878396-A-0031";1;1;"";1000;;2;;1;"";1;1;"";3;"";1;"";24;0;100;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";22;5;3;2;;2;2;1;"214-00628878396-A";"14";257
"214-00628878396-A-0191";1;2;"";;500;1;2;2;"";1;1;"";3;"";1;"";24;0;30;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;1;2;;2;2;1;"214-00628878396-A";"14";257
"214-00629768869-A-0201";3;1;"";14000;;2;;1;"";1;3;"";3;"";1;"";24;0;20;1;1;1;;1;150;6;"";2;;2;;1;62;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;2;1;23;2;2;1;"214-00629768869-A";"14";280
"214-00629969761-A-0251";1;2;"";;1200;2;;1;"";1;1;"";3;"";1;"";24;0;25;1;1;1;;1;50;6;"";2;;2;;1;300;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;4;1;2;;2;2;1;"214-00629969761-A";"14";308
"214-06102371533-A-0071";1;2;"";;2500;2;;1;"";1;1;"";3;"";1;"";24;0;50;1;1;1;;1;150;6;"";1;750;2;;1;300;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;4;2;1;50;1;2;1;"214-06102371533-A";"14";343
"214-06102371533-A-0671";1;1;"";1500;;2;;1;"";1;1;"";3;"";2;"";24;0;50;1;1;2;2;1;95;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;3;2;2;;2;2;1;"214-06102371533-A";"14";343
"214-06114112365-A-0061";4;1;"";1200;;2;;2;"";1;1;"";3;"";1;"";24;0;40;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";22;3;2;2;;1;2;1;"214-06114112365-A";"14";343
"223-00599279864-A-0041";1;1;"";300;;2;;1;"";1;1;"";3;"";1;"";24;0;20;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;3;2;2;;2;2;1;"223-00599279864-A";"13";200
"223-00599746361-A-0081";1;6;"";;800;2;;2;"";1;1;"";3;"";2;"";18;0;11;1;1;1;;1;103;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;1;1;26;2;2;1;"223-00599746361-A";"13";255
"263-06037273365-A-0141";1;2;"";;250;2;;1;"";1;1;"";3;"";1;"";24;0;34;1;1;1;;1;95;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";22;4;3;2;;2;2;1;"263-06037273365-A";"13";255
"263-06081802608-A-0351";4;5;"";;400;2;;1;"";1;1;"";3;"";1;"";24;0;25;1;1;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;1;2;;2;2;1;"263-06081802608-A";"13";233
"263-06091483817-A-0141";1;2;"";;500;2;;1;"";1;1;"";3;"";1;"";24;0;40;1;1;1;;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";22;5;4;1;20;2;2;1;"263-06091483817-A";"13";233
"314-05244683054-A-0171";4;2;"";;250;2;;1;"";1;2;"";3;"";1;"";4;0;80;1;1;2;4;1;100;6;"";1;250;2;;2;;2;"";;2;;1;150;2;;2;;2;"";;1;3;"";22;1;0;2;;1;3;1;"314-05244683054-A";"14";210
"314-05256855262-A-0601";3;2;"";;1000;2;;1;"";1;2;"";3;"";1;"";2;0;30;1;1;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;4;3;1;25;1;3;1;"314-05256855262-A";"14";231
"314-05260352239-A-0141";1;2;"";;500;2;;1;"";1;2;"";3;"";1;"";5;0;150;1;1;1;;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;7;2;1;80;1;3;1;"314-05260352239-A";"14";192
"544-03799722408-A-0161";1;2;"";;500;2;;1;"";1;1;"";3;"";2;"";24;0;25;3;;2;2;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;5;4;2;;2;5;2;"544-03799722408-A";"24";349
"911-12121844425-A-0101";1;2;"";;300;2;;5;"";2;1;"";3;"";11;"";;;50;3;;1;;1;160;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;3;2;2;;2;9;1;"911-12121844425-A";"11";69
"913-01212319901-A-0111";1;2;"";;3500;2;;5;"";2;1;"";3;"";10;"";;;60;1;1;1;;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;2;2;;2;9;1;"913-01212319901-A";"13";86
"913-12133067980-A-0021";1;2;"";;2000;2;;5;"";2;1;"";3;"";10;"";;;120;1;1;1;;1;140;6;"";1;3800;1;10000;2;;2;"";;1;20000;1;2000;2;;2;;1;"GALPON";3000;1;3;"";22;3;2;2;;2;9;1;"913-12133067980-A";"13";86
"114-00416813898-A-0531";1;2;"";;4000;2;;1;"";1;2;"";3;"";1;"";24;0;150;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;3;2;1;30;2;1;1;"114-00416813898-A";"14";458
"214-00627354588-A-0061";1;3;"";;6960;2;;1;"";1;2;"";3;"";1;"";24;0;150;1;1;1;;1;255;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;6;4;2;;1;2;1;"214-00627354588-A";"14";257
"214-00627354588-A-0221";3;2;"";;2100;2;;1;"";1;1;"";3;"";1;"";24;0;35;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;3;2;1;21;2;2;1;"214-00627354588-A";"14";257
"214-00629206471-A-0081";1;2;"";;500;2;;1;"";1;2;"";3;"";1;"";24;0;110;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;8;6;1;70;1;2;1;"214-00629206471-A";"14";308
"214-06082244277-A-0011";1;2;"";;700;2;;2;"";1;1;"";3;"";1;"";18;0;25;1;1;1;;1;85;6;"";2;;1;300;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;3;2;1;22;1;2;1;"214-06082244277-A";"14";280
"214-06102371533-A-0491";3;2;"";;3150;2;;1;"";1;1;"";3;"";1;"";24;0;35;1;1;1;;1;170;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;6;3;1;50;1;2;1;"214-06102371533-A";"14";343
"214-06139184621-A-0211";3;2;"";;1400;2;;1;"";1;2;"";3;"";1;"";24;0;28;1;1;1;;1;104;6;"";2;;1;2500;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;6;4;1;78;1;2;1;"214-06139184621-A";"14";257
"262-06088069555-A-0251";1;2;"";;250;2;;1;"";1;1;"";3;"";2;"";24;0;25;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;4;3;2;;2;2;1;"262-06088069555-A";"12";207
"263-06129348003-A-0101";1;2;"";;200;2;;1;"";1;1;"";3;"";1;"";24;0;55;1;1;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;5;5;1;20;2;2;1;"263-06129348003-A";"13";233
"264-06093214562-A-0381";4;5;"";;500;2;;1;"";1;1;"";3;"";1;"";24;0;50;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;2;1;1;25;1;2;1;"264-06093214562-A";"14";257
"264-06113702751-A-0171";1;2;"";;700;2;;1;"";1;3;"";3;"";1;"";24;0;90;1;1;2;2;1;120;6;"";2;;2;;2;;2;"";;1;7000;2;;2;;2;;2;"";;1;4;"";20;3;1;1;20;2;2;1;"264-06113702751-A";"14";257
"314-05251210629-A-0251";3;2;"";;4000;2;;1;"";1;3;"";3;"";1;"";24;0;120;1;1;1;;1;180;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;5;3;1;120;1;3;1;"314-05251210629-A";"14";192
"314-05255840991-A-0171";1;2;"";;2499;2;;1;"";1;2;"";3;"";1;"";24;0;250;1;1;1;;1;190;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;4;2;1;25;2;3;1;"314-05255840991-A";"14";192
"414-00477636248-A-0031";1;5;"";;500;2;;2;"";1;1;"";3;"";2;"";24;0;30;1;1;1;;1;240;6;"";1;3000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;3;2;1;30;2;4;1;"414-00477636248-A";"14";407
"114-00418073525-A-0121";3;2;"";;1500;2;;1;"";1;3;"";3;"";1;"";24;0;90;1;1;1;;1;95;6;"";2;;2;;1;200;2;"";;2;;2;;2;;2;;2;"";;1;4;"";19;4;2;1;29;1;1;1;"114-00418073525-A";"14";419
"263-06140024883-A-0051";1;1;"";250;;2;;1;"";1;1;"";3;"";2;"";24;0;10;1;1;1;;1;40;6;"";2;;1;40;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";19;2;1;2;;2;2;1;"263-06140024883-A";"13";233
"314-05264105000-A-0251";1;2;"";;1500;2;;1;"";1;3;"";3;"";1;"";2;0;90;1;1;1;;1;280;6;"";2;;2;;2;;2;"";;1;14000;2;;2;;2;;2;"";;1;4;"";19;5;3;1;35;2;3;1;"314-05264105000-A";"14";192
"213-00630621023-A-0691";1;2;"";;1500;2;;1;"";1;1;"";3;"";2;"";24;0;19;1;1;1;;1;140;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;5;0;1;23;2;2;1;"213-00630621023-A";"13";255
"214-00628158234-A-0071";3;2;"";;1500;1;2;1;"";1;1;"";3;"";1;"";24;0;150;1;1;1;;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;5;3;1;150;2;2;1;"214-00628158234-A";"14";308
"214-00629206471-A-0021";1;2;"";;1500;2;;2;"";1;1;"";3;"";1;"";24;0;90;1;1;1;;1;390;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;4;"";18;7;4;1;180;1;2;1;"214-00629206471-A";"14";308
"214-00629903614-A-0051";1;2;"";;1500;2;;2;"";1;1;"";3;"";1;"";24;0;80;1;1;1;;1;300;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;5;3;1;190;2;2;1;"214-00629903614-A";"14";280
"214-06064880816-A-0271";1;2;"";;7000;2;;1;"";1;2;"";3;"";1;"";24;0;80;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;4;3;2;;1;2;1;"214-06064880816-A";"14";343
"214-06092322318-A-0291";3;1;"";1500;;2;;1;"";1;1;"";3;"";1;"";24;0;40;1;1;1;;1;115;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;4;3;2;;1;2;1;"214-06092322318-A";"14";257
"214-06114112365-A-0031";1;2;"";;900;2;;2;"";1;1;"";3;"";1;"";24;0;85;1;1;1;;1;95;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;6;4;1;32;2;2;1;"214-06114112365-A";"14";343
"263-06091483817-A-0041";1;2;"";;300;2;;1;"";1;1;"";3;"";2;"";24;0;20;1;1;1;;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;6;2;1;60;2;2;1;"263-06091483817-A";"13";233
"264-06087822647-A-0201";4;5;"";;1000;2;;1;"";1;1;"";3;"";1;"";24;0;25;1;1;1;;1;80;6;"";1;5000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;2;1;2;;1;2;1;"264-06087822647-A";"14";257
"264-06093214562-A-0191";1;2;"";;1200;2;;2;"";1;2;"";3;"";1;"";18;0;30;1;1;2;4;1;180;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;3;2;2;;1;2;1;"264-06093214562-A";"14";257
"413-00479701845-A-0101";1;2;"";;150;2;;1;"";1;1;"";3;"";2;"";3;0;25;1;1;1;;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;2;1;2;;2;4;1;"413-00479701845-A";"13";283
"413-00479701845-A-0121";1;2;"";;150;2;;1;"";1;1;"";3;"";2;"";3;0;25;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;3;2;2;;2;4;1;"413-00479701845-A";"13";283
"514-00377062203-A-0161";1;2;"";;450;2;;2;"";1;1;"";3;"";1;"";12;0;30;1;1;2;2;1;120;6;"";1;1500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;2;1;1;36;2;5;1;"514-00377062203-A";"14";529
"213-00630054166-A-0321";4;2;"";;500;2;;1;"";1;1;"";3;"";1;"";24;0;80;1;1;2;2;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";17;2;1;1;23;2;2;1;"213-00630054166-A";"13";281
"214-00626704437-A-0011";1;2;"";;1400;2;;1;"";1;1;"";3;"";1;"";24;0;40;1;1;1;;1;300;6;"";1;3000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";17;5;3;1;40;1;2;1;"214-00626704437-A";"14";280
"263-06120220730-A-0531";1;2;"";;;2;;1;"";1;1;"";3;"";1;"";24;0;28;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";17;4;3;2;;2;2;1;"263-06120220730-A";"13";233
"264-06087822647-A-0271";1;2;"";;1500;2;;1;"";1;1;"";3;"";1;"";24;0;70;1;1;1;;1;85;6;"";1;1800;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";17;4;2;1;24;1;2;1;"264-06087822647-A";"14";257
"114-04186687729-A-0131";1;2;"";;2000;2;;1;"";1;2;"";3;"";1;"";24;0;25;1;1;1;;1;115;6;"";1;600;1;500;1;200;2;"";;2;;2;;2;;2;;2;"";;1;4;"";16;2;1;1;35;1;1;1;"114-04186687729-A";"14";504
"214-00626479234-A-0091";1;2;"";;1000;2;;1;"";1;2;"";3;"";1;"";24;0;200;1;1;1;;1;250;6;"";2;;2;;2;;2;"";;2;;2;;1;800;2;;2;"";;1;4;"";16;7;5;1;300;1;2;1;"214-00626479234-A";"14";257
"214-00630597061-A-0351";3;6;"";;1400;2;;1;"";1;3;"";3;"";1;"";24;0;50;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";16;4;3;1;24;2;2;1;"214-00630202737-A";"14";257
"263-06074696033-A-0101";1;2;"";;200;2;;1;"";1;1;"";3;"";1;"";24;0;15;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";16;2;2;2;;2;2;1;"263-06074696033-A";"13";233
"263-06084254047-A-0451";1;2;"";;500;2;;2;"";1;1;"";3;"";1;"";24;0;25;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";16;3;1;2;;2;2;1;"263-06084254047-A";"13";255
"263-06086501949-A-0261";1;1;"";350;;2;;1;"";1;1;"";3;"";1;"";24;0;12;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";16;3;2;2;;2;2;1;"263-06086501949-A";"13";233
"263-06088766667-A-0391";1;2;"";;500;2;;1;"";1;1;"";3;"";1;"";24;0;40;1;1;1;;1;58;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";16;5;4;1;40;2;2;1;"263-06088766667-A";"13";233
"263-06136632815-A-0081";1;2;"";;500;2;;1;"";1;1;"";3;"";1;"";24;0;164;1;1;1;;1;230;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";16;4;3;2;;2;2;1;"263-06136632815-A";"13";281
"313-05261301520-A-0121";3;2;"";;1400;2;;1;"";1;3;"";3;"";1;"";5;0;80;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";16;2;1;1;30;2;3;1;"313-05261301520-A";"13";248
"314-05250022326-A-0111";1;2;"";;1400;2;;1;"";1;2;"";3;"";1;"";24;0;80;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";16;3;3;1;20;2;3;1;"314-05250022326-A";"14";192
"114-04186687729-A-0141";1;3;"";;2000;2;;1;"";1;2;"";3;"";1;"";24;0;50;1;1;1;;1;160;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;4;4;1;35;1;1;1;"114-04186687729-A";"14";504
"213-06102124449-A-0221";1;2;"";;500;2;;1;"";1;1;"";3;"";1;"";24;0;15;1;1;2;2;1;170;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;3;2;1;25;2;2;1;"213-06102124449-A";"13";233
"213-06112045908-A-0191";3;6;"";;1000;2;;1;"";1;3;"";3;"";1;"";24;0;40;1;1;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;4;3;2;;2;2;1;"213-06112045908-A";"13";233
"213-06112045908-A-0861";1;2;"";;600;2;;1;"";1;1;"";3;"";1;"";24;0;60;1;1;1;;1;112;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;5;4;1;35;2;2;1;"213-06112045908-A";"13";233
"214-00626479234-A-0031";1;2;"";;1500;2;;1;"";1;2;"";3;"";1;"";24;0;30;1;1;1;;1;300;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;6;4;1;50;1;2;1;"214-00626479234-A";"14";257
