folio;upm;s01a_00a;s01a_00b;s01a_00c;s01a_01;totper;s01a_02;s01a_02e;s01a_03;s01a_03e;s01a_04;s01a_05;s01a_06;s01a_06e;s01a_07;s01a_08;s01a_08e;s01a_09;s01a_09e;s01a_10;s01a_10e;s01a_11aa;s01a_11ab;s01a_11b;s01a_12;s01a_13;s01a_14_1;s01a_14_2;s01a_14_3;s01a_15;s01a_16;s01a_17;s01a_18;s01a_19;s01a_20;s01a_21;s01a_21e;s01a_22_1a;s01a_22_1b;s01a_22_2a;s01a_22_2b;s01a_22_3a;s01a_22_3b;s01a_22_4a;s01a_22_4ae;s01a_22_4b;s01a_23_1a;s01a_23_1b;s01a_23_2a;s01a_23_2b;s01a_23_3a;s01a_23_3b;s01a_23_4a;s01a_23_4b;s01a_23_5a;s01a_23_5ae;s01a_23_5b;s01a_24;s01a_25;s01a_25e;s01a_26;s01a_27;s01a_28;s01a_29;s01a_30;s01a_31;area;depto;estrato;factor
210849;"223-00605723975-A";6;12;2016;4;4;3;"";;"";80;;1;"";1;1;"";5;"";2;"";18;0;7;0;2;1;1;1;2;;2;3;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";;2;1;2;;2;1;2;"13";253
210855;"223-05998169095-A";9;12;2016;4;4;7;"";;"";;500;1;"";1;1;"";5;"";1;"";18;0;7;20;2;1;1;1;1;1;2;3;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;3;3;1;25;1;1;2;"13";253
210856;"223-05998169095-A";9;12;2016;1;1;1;"";4;"";;250;1;"";1;1;"";5;"";1;"";16;0;7;11;2;1;1;1;1;1;1;;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;4;"";9;3;1;2;;2;1;2;"13";253
210857;"223-05998169095-A";10;12;2016;1;3;1;"";4;"";;600;1;"";1;1;"";5;"";1;"";18;0;7;15;2;1;1;1;1;1;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;5;3;2;;2;1;2;"13";253
210866;"223-06051950803-A";13;12;2016;1;3;1;"";4;"";;200;1;"";1;1;"";5;"";1;"";24;0;7;8;2;1;1;1;2;;1;;1;16;6;"";1;2000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;5;5;2;;1;1;2;"13";253
210867;"223-06051950803-A";14;12;2016;1;3;3;"";;"";300;;1;"";1;1;"";5;"";1;"";24;0;7;12;2;1;1;1;2;;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;1;2;"13";253
210868;"223-06051950803-A";13;12;2016;1;5;1;"";4;"";;300;1;"";1;3;"";5;"";1;"";24;0;7;30;2;1;1;1;2;;1;;1;40;6;"";2;;2;;2;;2;"";;1;1000;2;;2;;1;700;2;"";;1;3;"";50;3;3;2;;2;1;2;"13";253
210880;"224-05997005460-A";16;12;2016;4;4;7;"";;"";;350;1;"";1;1;"";3;"";1;"";24;0;7;0;2;1;1;1;1;1;2;2;1;190;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;1;2;"14";280
210885;"224-05997005460-A";16;12;2016;1;2;3;"";;"";600;;1;"";1;1;"";5;"";2;"";24;0;7;11;2;1;1;1;1;1;1;;1;170;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;5;1;2;;2;1;2;"14";280
210886;"224-05997005460-A";17;12;2016;1;4;1;"";1;"";;500;1;"";1;3;"";5;"";1;"";24;0;7;11;2;1;1;1;1;1;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;3;2;2;;2;1;2;"14";280
210896;"314-05247852751-A";19;12;2016;1;1;6;"";;"";;50;2;"";2;2;"";1;"";11;"";;;;80;2;1;2;2;2;;1;;1;48;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;2;1;2;;2;1;3;"14";212
210897;"314-05251979416-A";16;12;2016;1;3;1;"";4;"";;4900;1;"";1;2;"";6;"";1;"";4;0;1;96;2;1;1;1;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;5;4;1;24;1;1;3;"14";212
210901;"213-06074318620-A";16;12;2016;1;4;1;"";4;"";;1000;1;"";1;1;"";6;"";1;"";24;0;7;25;2;1;1;1;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;1;2;"13";253
210902;"213-06074318620-A";16;12;2016;1;2;1;"";4;"";;1500;1;"";1;1;"";3;"";1;"";24;0;7;70;2;1;1;1;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;4;1;1;25;2;1;2;"13";253
210903;"213-06074318620-A";16;12;2016;1;3;1;"";4;"";;500;1;"";1;1;"";2;"";1;"";24;0;7;70;2;1;1;1;1;1;1;;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;1;2;"13";253
210913;"544-03430576469-A";13;12;2016;1;6;1;"";4;"";;300;2;"";1;1;"";5;"";9;"";;;;5;1;1;2;2;1;1;1;;1;15;5;"";1;200;1;30;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;4;3;2;;2;2;5;"24";218
210920;"544-03430576469-A";13;12;2016;1;3;1;"";4;"";;150;2;"";1;1;"";2;"";9;"";;;;5;2;1;2;2;1;1;1;;1;12;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";27;4;1;2;;2;2;5;"24";218
210924;"544-03430576469-A";13;12;2016;1;3;1;"";4;"";;200;2;"";1;1;"";5;"";9;"";;;;5;1;1;2;2;1;1;1;;1;15;5;"";1;7000;1;1000;1;500;2;"";;2;;2;;2;;2;;2;"";;1;3;"";55;4;1;2;;2;2;5;"24";218
210928;"533-03612333952-A";16;12;2016;4;4;3;"";;"";220;;1;"";1;1;"";5;"";2;"";8;0;7;15;2;1;2;2;1;1;2;2;1;30;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";28;1;0;2;;2;1;5;"13";284
210933;"533-03612333952-A";16;12;2016;1;1;1;"";4;"";;1000;1;"";1;1;"";5;"";2;"";4;0;7;12;1;1;2;2;1;1;2;2;1;17;5;"";1;1000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";48;1;1;2;;2;1;5;"13";284
210936;"533-03612333952-A";17;12;2016;4;7;3;"";;"";300;;1;"";1;1;"";5;"";2;"";8;0;7;12;2;1;2;2;1;1;2;2;1;18;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";144;1;1;2;;2;1;5;"13";284
210945;"214-00628023581-A";16;12;2016;1;4;1;"";4;"";;250;1;"";1;1;"";5;"";1;"";4;0;3;30;1;1;1;1;1;1;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;2;2;;2;1;2;"14";280
210951;"652-03102833423-D";16;12;2016;1;4;1;"";4;"";;500;2;"";1;2;"";5;"";8;"";;;;5;2;2;1;1;1;3;2;2;1;100;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";17;3;2;2;;2;2;6;"22";197
210956;"652-03102833423-D";17;12;2016;1;1;1;"";4;"";;300;2;"";1;2;"";5;"";8;"";;;;5;2;2;1;1;1;3;1;;1;60;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;2;1;2;;2;2;6;"22";197
210958;"652-03102833423-D";16;12;2016;1;4;1;"";4;"";;500;2;"";2;2;"";1;"";8;"";;;;5;2;1;1;1;1;3;1;;1;120;4;"";2;;2;;1;400;2;"";;2;;2;;2;;2;;2;"";;2;4;"";20;2;1;2;;2;2;6;"22";197
210975;"222-06051068115-A";16;12;2016;1;5;1;"";4;"";;200;2;"";1;1;"";5;"";2;"";24;0;7;7;2;1;1;1;3;;1;;1;20;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;2;2;;2;1;2;"12";202
210981;"222-06051068115-A";16;12;2016;1;6;1;"";4;"";;200;1;"";1;1;"";5;"";2;"";24;0;7;10;2;1;1;1;3;;1;;1;30;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;2;1;2;;2;1;2;"12";202
210988;"222-06051068115-A";16;12;2016;1;6;7;"";;"";;200;2;"";1;1;"";5;"";2;"";24;0;7;10;2;1;1;1;3;;2;2;1;21;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;1;2;"12";202
211004;"214-00630010905-A";17;12;2016;3;2;3;"";;"";200;;1;"";1;3;"";6;"";1;"";24;0;7;40;2;1;1;1;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;1;2;"14";280
211007;"242-06186522643-D";16;12;2016;1;3;1;"";4;"";;150;1;"";1;1;"";1;"";5;"";;;;10;2;1;1;1;5;;;;1;17;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;1;"OBRA FINA ESTUCO PUERTAS TEJIDO";11900;1;3;"";60;1;1;2;;2;2;2;"22";772
211008;"242-06186522643-D";16;12;2016;1;5;1;"";4;"";;300;1;"";1;1;"";5;"";5;"";;;;10;2;1;1;1;5;;;;1;20;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";49;3;2;2;;2;2;2;"22";772
211009;"242-06186522643-D";16;12;2016;1;2;1;"";4;"";;100;2;"";1;1;"";1;"";5;"";;;;10;2;1;1;1;5;;;;1;25;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;2;"";0;1;1;2;;2;2;2;"22";772
211031;"214-06122988046-A";16;12;2016;3;1;7;"";;"";;400;1;"";1;3;"";5;"";1;"";3;0;3;12;2;1;1;1;1;1;1;;1;50;5;"";2;;2;;2;;2;"";;2;;2;;2;;1;200;2;"";;1;4;"";15;2;1;2;;2;1;2;"14";280
211032;"214-06122988046-A";16;12;2016;4;3;5;"";;"";;1000;1;"";1;1;"";5;"";2;"";24;0;7;24;2;1;1;1;1;1;2;2;1;60;6;"";2;;1;130;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;1;2;"14";280
211039;"214-00629882725-A";9;12;2016;4;1;3;"";;"";450;;1;"";1;1;"";2;"";1;"";24;0;7;20;2;1;2;2;1;1;2;2;1;25;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;1;2;"14";280
211040;"214-00629882725-A";9;12;2016;3;4;1;"";4;"";;2100;1;"";1;1;"";3;"";1;"";24;0;7;180;2;1;1;1;1;1;1;;1;320;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;7;3;1;340;1;1;2;"14";280
211045;"214-00629882725-A";9;12;2016;4;1;3;"";;"";400;;2;"";1;1;"";2;"";1;"";24;0;7;25;2;1;1;1;1;1;2;3;1;80;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;1;2;"14";280
211048;"214-00629733024-A";13;12;2016;3;2;3;"";;"";1500;;1;"";1;3;"";3;"";1;"";24;0;7;70;2;1;1;1;1;1;1;;1;120;6;"";1;500;2;;1;200;2;"";;2;;2;;2;;2;;2;"";;1;4;"";30;2;2;2;;2;1;2;"14";280
211051;"214-00629933993-A";14;12;2016;3;2;1;"";4;"";;2400;1;"";1;3;"";3;"";1;"";24;0;7;5;2;1;1;1;1;1;1;;1;150;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;4;2;1;170;1;1;2;"14";280
211055;"214-00629933993-A";14;12;2016;3;1;4;"";;"";1200;;1;"";1;1;"";3;"";1;"";24;0;7;50;2;1;1;1;1;1;1;;1;160;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;6;2;2;;1;1;2;"14";280
211056;"214-00629933993-A";14;12;2016;1;1;1;"";4;"";;2000;1;"";1;1;"";2;"";12;"AGUA DE LLUVIA";;;;0;1;2;1;1;3;;1;;1;40;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;3;1;2;;2;1;2;"14";280
211059;"214-00630010905-A";16;12;2016;3;3;3;"";;"";1000;;1;"";1;3;"";3;"";1;"";24;0;7;15;2;1;1;1;1;1;1;;1;47;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;4;2;2;;2;1;2;"14";280
211063;"214-00630010905-A";16;12;2016;4;4;3;"";;"";400;;1;"";1;3;"";2;"";1;"";24;0;7;75;2;1;1;1;1;1;1;;1;150;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;1;2;;2;1;2;"14";280
211068;"214-00630010905-A";16;12;2016;4;1;3;"";;"";700;;1;"";1;1;"";3;"";1;"";24;0;7;50;2;1;1;1;1;1;1;;1;150;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;2;1;2;;2;1;2;"14";280
211218;"222-06001139970-A";16;12;2016;4;5;3;"";;"";150;;1;"";1;1;"";5;"";3;"";14;0;7;25;2;2;1;1;3;;2;2;1;34;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;2;0;2;;2;1;2;"12";202
211224;"222-06001139970-A";16;12;2016;1;3;1;"";4;"";;;2;"";1;1;"";5;"";3;"";19;0;7;20;2;1;1;1;3;;1;;1;35;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";53;3;2;2;;2;1;2;"12";202
211225;"222-06001139970-A";16;12;2016;1;5;1;"";4;"";;500;1;"";1;1;"";5;"";11;"";;;;84;2;1;1;1;3;;1;;1;60;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;2;2;;2;1;2;"12";202
211234;"221-00607435858-A";13;12;2016;1;6;1;"";4;"";;200;1;"";1;1;"";5;"";1;"";;;;0;2;1;1;1;3;;1;;1;40;1;"";2;;2;;2;;2;"";;1;500;2;;2;;1;100;2;"";;1;3;"";25;3;3;2;;2;1;2;"11";146
211235;"221-00607435858-A";16;12;2016;1;6;7;"";;"";;100;1;"";1;1;"";5;"";1;"";;;;0;2;1;1;1;3;;2;2;1;17;1;"";2;;2;;2;;2;"";;1;3500;2;;2;;2;;2;"";;1;3;"";25;1;0;2;;2;1;2;"11";146
211242;"652-03102833423-D";17;12;2016;1;4;1;"";4;"";;600;2;"";1;1;"";5;"";8;"";;;;5;1;1;2;2;3;;1;;1;22;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;2;6;"22";197
211243;"652-03102833423-D";16;12;2016;1;1;1;"";4;"";;800;2;"";1;2;"";1;"";8;"";;;;5;1;1;2;2;2;;1;;1;20;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;6;"22";197
211244;"652-03102833423-D";16;12;2016;1;4;1;"";4;"";;1000;2;"";1;1;"";5;"";8;"";;;;5;1;1;2;2;2;;1;;1;32;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";14;3;2;2;;2;2;6;"22";197
211260;"242-06186522643-D";16;12;2016;1;2;1;"";4;"";;20;2;"";1;1;"";1;"";5;"";;;;10;2;1;1;1;2;;1;;1;8;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;2;"";0;2;1;2;;2;2;2;"22";772
211261;"242-06186522643-D";16;12;2016;1;5;1;"";4;"";;50;2;"";1;1;"";1;"";5;"";;;;10;1;1;1;1;2;;1;;1;10;4;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;2;"";0;1;0;2;;2;2;2;"22";772
211262;"242-06186522643-D";16;12;2016;1;2;1;"";4;"";;20;2;"";1;1;"";1;"";5;"";;;;10;2;1;1;1;2;;1;;1;15;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;2;"";0;2;1;2;;2;2;2;"22";772
211293;"531-04418628913-A";17;12;2016;1;5;1;"";4;"";;100;2;"";1;1;"";1;"";3;"";6;0;3;0;2;2;2;2;2;;1;;1;18;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";50;1;0;2;;2;1;5;"11";238
211300;"212-06128236221-A";16;12;2016;3;2;1;"";4;"";;700;1;"";1;1;"";6;"";1;"";24;0;7;40;2;1;1;1;1;1;1;;1;50;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;2;1;1;45;2;1;2;"12";202
211303;"212-06128236221-A";16;12;2016;4;6;7;"";;"";;1000;1;"";1;1;"";6;"";1;"";24;0;7;45;2;1;1;1;1;2;1;;1;200;5;"";1;4000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;6;4;1;80;1;1;2;"12";202
211304;"212-06128236221-A";16;12;2016;3;1;1;"";4;"";;500;1;"";1;1;"";3;"";1;"";24;0;7;20;2;1;1;1;1;1;1;;1;65;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;1;2;;2;1;2;"12";202
211316;"314-05242793834-A";16;12;2016;1;3;7;"";;"";;700;2;"";1;2;"";6;"";1;"";8;0;2;130;2;1;1;1;1;1;1;;1;140;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;3;2;1;20;2;1;3;"14";212
211320;"222-05992178628-A";16;12;2016;1;3;1;"";4;"";;200;1;"";1;1;"";5;"";1;"";24;0;7;14;2;1;1;1;1;1;2;2;1;24;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";24;4;2;2;;2;1;2;"12";202
211321;"222-05992178628-A";17;12;2016;1;1;1;"";4;"";;150;1;"";1;1;"";5;"";1;"";24;0;7;10;2;1;1;1;1;1;1;;1;18;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;1;0;2;;2;1;2;"12";202
211322;"222-05992178628-A";17;12;2016;1;2;1;"";4;"";;200;1;"";1;1;"";5;"";1;"";24;0;7;15;2;1;1;1;1;1;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;4;2;2;;2;1;2;"12";202
211329;"242-06186522643-D";16;12;2016;1;2;1;"";4;"";;100;2;"";2;1;"";1;"";7;"";;;;10;2;1;1;2;2;;1;;1;15;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;3;1;2;;2;2;2;"22";772
211330;"242-06186522643-D";17;12;2016;1;2;1;"";4;"";;80;1;"";1;1;"";1;"";7;"";;;;10;1;1;1;1;2;;1;;1;18;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;2;1;2;;2;2;2;"22";772
211331;"242-06186522643-D";16;12;2016;1;3;1;"";4;"";;100;2;"";1;1;"";5;"";8;"";;;;10;1;1;1;1;1;2;1;;1;20;2;"";2;;2;;2;;2;"";;2;;2;;2;;1;200;2;"";;1;3;"";24;3;2;2;;2;2;2;"22";772
211339;"242-06186522643-D";16;12;2016;1;2;1;"";4;"";;50;2;"";1;1;"";1;"";5;"";;;;10;2;1;2;2;5;;;;1;15;2;"";1;1000;2;;1;70;2;"";;1;8000;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;2;2;"22";772
211340;"242-06186522643-D";16;12;2016;1;6;1;"";4;"";;50;2;"";1;1;"";1;"";5;"";;;;10;2;1;1;1;5;;;;1;25;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;2;"";0;4;3;2;;2;2;2;"22";772
211341;"242-06186522643-D";16;12;2016;1;2;1;"";4;"";;0;2;"";1;1;"";5;"";5;"";;;;10;2;1;1;1;3;;1;;1;25;2;"";1;500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;2;"";0;1;1;2;;2;2;2;"22";772
211452;"643-03157348388-D";16;12;2016;1;4;1;"";4;"";;800;1;"";1;2;"";5;"";4;"";;;;15;1;1;1;1;3;;1;;1;30;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;3;1;2;;2;2;6;"23";219
211457;"643-03157348388-D";17;12;2016;1;1;1;"";4;"";;400;5;"";2;1;"";1;"";4;"";;;;15;1;2;1;1;1;1;1;;1;25;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";12;1;0;2;;2;2;6;"23";219
211458;"643-03157348388-D";17;12;2016;1;2;1;"";4;"";;700;2;"";1;1;"";1;"";4;"";;;;15;1;1;1;1;1;1;1;;1;23;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;6;"23";219
211483;"643-03157348388-D";16;12;2016;1;6;1;"";4;"";;800;2;"";1;1;"";5;"";4;"";;;;15;1;1;1;2;3;;1;;1;34;1;"";2;;2;;2;;2;"";;1;3000;2;;2;;2;;2;"";;1;1;"";300;3;2;2;;2;2;6;"23";219
211484;"643-03157348388-D";17;12;2016;1;3;1;"";3;"";;700;1;"";1;1;"";5;"";4;"";;;;15;1;1;2;2;1;2;1;;1;25;2;"";2;;1;100;1;300;2;"";;1;10000;2;;2;;2;;2;"";;1;1;"";200;2;2;2;;2;2;6;"23";219
211485;"643-03157348388-D";17;12;2016;1;3;2;"";4;"";;500;5;"";2;1;"";5;"";4;"";;;;15;1;1;1;1;1;2;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;1;"COLOCADO TECHO";7000;1;3;"";27;2;1;2;;1;2;6;"23";219
211516;"643-03157348388-D";17;12;2016;1;4;1;"";4;"";;200;1;"";1;1;"";5;"";4;"";;;;15;2;1;1;1;1;1;1;;1;41;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";27;2;1;2;;2;2;6;"23";219
211517;"643-03157348388-D";16;12;2016;1;1;1;"";4;"";;200;1;"";2;1;"";5;"";4;"";;;;15;1;2;1;1;1;1;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";13;2;1;2;;2;2;6;"23";219
211518;"643-03157348388-D";16;12;2016;1;4;3;"";;"";200;;1;"";1;2;"";5;"";4;"";;;;15;1;1;1;1;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";27;2;1;2;;2;2;6;"23";219
211657;"643-03157348388-D";16;12;2016;1;8;1;"";4;"";;900;1;"";1;1;"";5;"";4;"";;;;15;2;1;1;1;1;1;1;;1;60;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";55;3;3;2;;2;2;6;"23";219
211666;"643-03157348388-D";16;12;2016;1;4;1;"";4;"";;400;5;"";2;1;"";5;"";4;"";;;;15;2;1;1;1;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;2;6;"23";219
211671;"643-03157348388-D";17;12;2016;1;4;1;"";4;"";;400;5;"";2;1;"";5;"";4;"";;;;15;2;1;1;1;1;1;1;;1;35;6;"";2;;2;;2;;1;"CHAPA";2000;2;;2;;2;;2;;2;"";;1;3;"";28;2;2;2;;2;2;6;"23";219
211707;"213-00629579286-A";16;12;2016;3;4;5;"";;"";;1800;1;"";1;1;"";3;"";1;"";24;0;7;40;2;1;1;1;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;4;3;2;;1;1;2;"13";253
211708;"213-00629579286-A";17;12;2016;4;3;3;"";;"";500;;1;"";1;1;"";5;"";1;"";24;0;7;25;2;1;2;2;1;1;2;2;1;30;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;1;2;"13";253
211709;"213-00629579286-A";17;12;2016;3;3;1;"";4;"";;1500;1;"";1;1;"";3;"";1;"";24;0;7;50;2;1;1;1;1;1;1;;1;100;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;5;3;1;18;1;1;2;"13";253
211728;"253-06130001810-D";16;12;2016;1;1;7;"";;"";;200;2;"";1;1;"";2;"";8;"";;;;0;2;1;2;2;5;;;;2;;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";0;2;1;2;;2;2;2;"23";853
211729;"253-06130001810-D";16;12;2016;1;1;7;"";;"";;250;2;"";2;1;"";2;"";8;"";;;;0;2;1;2;2;2;;1;;1;50;2;"";2;;2;;2;;2;"";;1;2000;2;;2;;2;;2;"";;1;1;"";0;6;1;2;;2;2;2;"23";853
211730;"253-06130001810-D";17;12;2016;1;6;7;"";;"";;200;1;"";1;1;"";6;"";8;"";;;;8;2;1;2;2;2;;1;;1;39;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";54;2;1;2;;2;2;2;"23";853
211741;"221-06064875570-A";16;12;2016;4;4;7;"";;"";;300;1;"";1;1;"";5;"";2;"";24;0;7;7;1;1;1;1;2;;2;2;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;4;3;2;;2;1;2;"11";146
211746;"221-06064875570-A";16;12;2016;1;7;1;"";4;"";;200;1;"";1;1;"";5;"";2;"";24;0;7;20;2;1;1;1;2;;1;;1;45;6;"";1;1000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;4;3;1;50;2;1;2;"11";146
211754;"221-06064875570-A";16;12;2016;1;4;1;"";4;"";;100;2;"";1;1;"";5;"";2;"";24;0;7;12;2;1;1;1;2;;1;;1;20;5;"";1;1500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;1;2;;2;1;2;"11";146
211759;"213-00629579286-A";17;12;2016;4;1;7;"";;"";;400;1;"";1;1;"";3;"";2;"";24;0;7;30;2;1;1;1;1;1;2;3;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;1;2;"13";253
211760;"213-00629579286-A";16;12;2016;4;4;3;"";;"";420;;1;"";1;1;"";5;"";1;"";24;0;7;10;2;1;1;1;1;1;1;;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;1;2;"13";253
211765;"213-00629579286-A";16;12;2016;3;2;1;"";4;"";;1500;1;"";1;3;"";3;"";1;"";24;0;7;40;2;1;1;1;1;1;1;;1;120;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;1;2;"13";253
211769;"212-06155128330-A";16;12;2016;1;3;1;"";4;"";;500;1;"";1;1;"";5;"";1;"";24;0;7;7;2;1;1;1;1;1;1;;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;1;1;2;"12";242
211787;"212-06128236221-A";16;12;2016;1;1;1;"";4;"";;200;2;"";1;1;"";5;"";2;"";24;0;7;12;2;1;2;2;1;1;2;2;1;60;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;1;2;"12";202
211788;"212-06128236221-A";16;12;2016;4;4;7;"";;"";;200;2;"";1;1;"";5;"";2;"";24;0;7;20;2;1;2;2;1;1;2;4;1;50;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;1;2;"12";202
